order_id,customer_id,order_date,status,region_code
505,41,2025-09-22 14:21:29,DELIVERED,EAST
506,119,09-11-2025,PLACED,NORTH
507,175,2026-04-12 12:55:39,CANCELLED,CENTRAL
508,96,2026-01-25 08:28:06,DELIVERED,SOUTH
509,410,2025-12-13 18:28:24,DELIVERED,WEST
510,490,2025-08-15 14:13:47,SHIPPED,NORTH
511,61,2025-10-13 17:42:00,SHIPPED,NORTH
512,495,2026-06-14 06:02:37,CANCELLED,SOUTH
513,368,2025-11-24 23:13:39,SHIPPED,WEST
514,116,2026-03-24 19:33:30,CANCELLED,NORTH
515,322,25-09-2025,RETURNED,CENTRAL
516,230,2026-01-10 10:59:21,DELIVERED,CENTRAL
517,98,2026-06-12 05:08:30,SHIPPED,WEST
518,395,12-11-2025,RETURNED,CENTRAL
519,161,2025-08-13 05:01:15,CANCELLED,WEST
520,77,2025-08-26 01:11:42,DELIVERED,SOUTH
521,285,23-03-2026,SHIPPED,CENTRAL
522,413,2026-06-10 00:18:25,PLACED,WEST
523,459,05-05-2026,CANCELLED,WEST
524,510,2026-02-10 07:37:56,PLACED,NORTH
525,37,2026-05-04 02:12:09,PLACED,NORTH
526,312,2026-03-29 06:53:23,RETURNED,SOUTH
527,468,2025-10-08 22:25:05,DELIVERED,NORTH
528,466,2025-12-31 23:28:30,RETURNED,CENTRAL
529,373,2026-06-05 02:08:14,PLACED,NORTH
530,228,13-09-2025,DELIVERED,EAST
531,383,2025-11-14 08:02:53,PLACED,SOUTH
532,420,09-10-2025,RETURNED,SOUTH
533,403,2026-02-19 21:22:24,SHIPPED,EAST
534,425,14-09-2025,RETURNED,NORTH
535,462,2026-05-03 03:15:21,RETURNED,CENTRAL
536,511,06-04-2026,PLACED,CENTRAL
537,495,2025-12-19 04:06:40,SHIPPED,CENTRAL
538,132,06-08-2026,RETURNED,CENTRAL
539,517,2026-05-31 17:24:08,CANCELLED,CENTRAL
540,255,2026-04-09 12:26:39,DELIVERED,EAST
541,137,02-09-2025,RETURNED,CENTRAL
542,322,2025-09-01 22:55:59,RETURNED,SOUTH
543,298,2025-12-25 19:27:12,SHIPPED,SOUTH
544,331,2026-04-17 01:39:43,DELIVERED,CENTRAL
545,428,2025-10-08 12:24:44,RETURNED,EAST
546,433,2026-05-09 02:38:26,RETURNED,NORTH
547,,06-03-2026,PLACED,SOUTH
548,165,2026-06-13 02:47:19,DELIVERED,SOUTH
549,303,2025-09-20 10:45:05,RETURNED,NORTH
550,464,27-09-2025,RETURNED,SOUTH
551,399,2026-02-15 04:48:49,DELIVERED,NORTH
552,397,2025-11-08 02:28:24,DELIVERED,CENTRAL
553,258,2025-12-10 18:00:54,CANCELLED,SOUTH
554,377,2026-03-14 13:59:30,RETURNED,CENTRAL
555,199,2026-06-11 23:43:03,SHIPPED,NORTH
556,178,2026-04-17 02:19:28,PLACED,WEST
557,,2026-05-30 14:43:14,DELIVERED,SOUTH
558,262,22-12-2025,CANCELLED,SOUTH
559,,2026-06-18 13:49:45,RETURNED,NORTH
560,309,2026-07-22 01:55:45,RETURNED,CENTRAL
561,326,2026-01-27 02:56:42,SHIPPED,CENTRAL
562,518,2026-05-21 11:36:13,RETURNED,CENTRAL
563,358,2025-10-23 16:21:20,SHIPPED,EAST
564,301,2025-08-18 00:48:41,RETURNED,CENTRAL
565,10,04-05-2026,DELIVERED,WEST
566,250,2026-01-03 10:51:01,DELIVERED,WEST
567,117,2025-12-26 20:09:05,RETURNED,EAST
568,,2026-05-18 01:40:41,DELIVERED,CENTRAL
569,457,2025-10-01 01:35:00,DELIVERED,SOUTH
570,85,2025-11-15 02:26:48,SHIPPED,CENTRAL
571,68,2026-07-24 17:56:07,SHIPPED,WEST
572,211,2025-08-25 01:50:54,CANCELLED,NORTH
573,158,14-02-2026,DELIVERED,NORTH
574,56,2026-05-11 04:01:12,DELIVERED,CENTRAL
575,234,2026-01-26 15:35:03,CANCELLED,WEST
576,415,2026-03-14 20:16:38,PLACED,WEST
577,548,02-12-2025,RETURNED,NORTH
578,47,2026-03-08 12:26:12,PLACED,EAST
579,109,2026-05-07 10:39:05,DELIVERED,CENTRAL
580,449,2026-02-16 01:46:37,PLACED,WEST
581,226,22-10-2025,CANCELLED,CENTRAL
582,148,2026-03-17 19:49:53,DELIVERED,NORTH
583,145,21-10-2025,PLACED,CENTRAL
584,551,2026-03-08 20:41:57,PLACED,EAST
585,353,2025-12-22 18:15:29,RETURNED,SOUTH
586,227,2025-12-13 10:42:46,DELIVERED,SOUTH
587,56,2026-05-21 04:16:25,RETURNED,WEST
588,75,2026-02-07 15:32:37,PLACED,EAST
589,499,2025-11-24 15:59:54,DELIVERED,SOUTH
590,241,12-07-2026,RETURNED,NORTH
591,326,2026-06-28 14:31:42,DELIVERED,CENTRAL
592,157,2026-03-30 05:53:24,DELIVERED,EAST
593,173,30-07-2026,SHIPPED,SOUTH
594,447,2026-07-09 22:47:49,DELIVERED,SOUTH
595,340,2026-03-13 02:17:33,CANCELLED,WEST
596,313,2025-10-11 00:17:51,PLACED,SOUTH
597,84,2025-09-05 11:45:53,SHIPPED,CENTRAL
598,79,2026-03-04 00:20:53,PLACED,CENTRAL
599,415,2025-10-08 22:43:50,SHIPPED,NORTH
600,557,2026-01-31 06:21:10,RETURNED,WEST
