product_id,title,product_description,rating,ratings_count,initial_price,discount,final_price,currency,images,delivery_options,product_details,breadcrumbs,product_specifications,amount_of_stars,what_customers_said,seller_name,sizes,videos,seller_information,variations,best_offer,more_offers,category
1000240,Fastrack Analog Watch,"Fastrack Analog Watch - durable, stylish, great for daily use.",3.1,1207.0,3160.98,30.0,"""₹2,212.69""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/watches,See product page,3.1,Loved it,Tommy Hilfiger,"S,M,L,XL",,Verified Seller,,Buy 1 Get 1,Bank discount available,watches
1000241,MYTRIDENT Cotton Robe,,4.3,1211.0,745.7,0.0,"""₹745.70""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/bath-robe,See product page,4.3,,MYTRIDENT,"S,M,L,XL",,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,bath-robe
1000242,Fastrack Wayfarer,,3.8,4813.0,3261.22,,"""₹3,261.22""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sunglasses,See product page,3.8,Good quality,Puma,"S,M,L,XL",,Verified Seller,,Buy 1 Get 1,Bank discount available,sunglasses
1000243,Lino Perros Backpack,,4.7,3977.0,5315.77,10.0,"""₹4,784.19""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/backpacks,See product page,4.7,Value for money,,"S,M,L,XL",video1.mp4,,,Buy 1 Get 1,Bank discount available,backpacks
1000244,Fastrack Wayfarer,"Fastrack Wayfarer - durable, stylish, great for daily use.",,,5369.57,0.0,"""₹5,369.57""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sunglasses,See product page,,Value for money,,"S,M,L,XL",,,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,sunglasses
1000245,Hidesign Bifold Wallet,,4.5,3629.0,5190.94,0.0,"""₹5,190.94""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/wallets,See product page,4.5,Loved it,Roadster,"S,M,L,XL",,Verified Seller,,Buy 1 Get 1,Bank discount available,wallets
1000246,Puma Running Shoes,,4.3,4221.0,4522.39,10.0,"""₹4,070.15""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sneakers,See product page,4.3,Loved it,Lavie,"S,M,L,XL",,Verified Seller,,Buy 1 Get 1,Bank discount available,sneakers
1000247,MYTRIDENT Cotton Robe,,3.6,2952.0,5069.77,20.0,"""₹4,055.82""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/bath-robe,See product page,3.6,Loved it,F Gear,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,bath-robe
1000248,Levis Denim Jacket,,4.5,2865.0,3685.05,20.0,"""₹2,948.04""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/jackets,See product page,4.5,Value for money,Roadster,"S,M,L,XL",,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,jackets
1000249,F Gear Trekking Bag,,,1844.0,5165.78,0.0,"""₹5,165.78""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/backpacks,See product page,,Loved it,F Gear,"S,M,L,XL",,Verified Seller,,Buy 1 Get 1,Bank discount available,backpacks
1000250,Puma Running Shoes,"Puma Running Shoes - durable, stylish, great for daily use.",4.9,2502.0,4863.93,30.0,"""₹3,404.75""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sneakers,See product page,4.9,Loved it,MYTRIDENT,"S,M,L,XL",video1.mp4,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,sneakers
1000251,Fastrack Analog Watch,"Fastrack Analog Watch - durable, stylish, great for daily use.",4.6,,4997.57,,"""₹4,997.57""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/watches,See product page,4.6,Value for money,Roadster,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,watches
1000252,Puma Running Shoes,,3.8,2447.0,3950.39,10.0,"""₹3,555.35""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sneakers,See product page,3.8,Good quality,F Gear,"S,M,L,XL",,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,sneakers
1000253,Roadster Bomber Jacket,"Roadster Bomber Jacket - durable, stylish, great for daily use.",3.0,3314.0,4034.78,10.0,"""₹3,631.30""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/jackets,See product page,3.0,Good quality,Puma,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,jackets
1000254,Roadster Bomber Jacket,,4.1,799.0,3190.69,30.0,"""₹2,233.48""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/jackets,See product page,4.1,Value for money,,"S,M,L,XL",,,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,jackets
1000255,Levis Denim Jacket,"Levis Denim Jacket - durable, stylish, great for daily use.",3.7,4796.0,4541.0,10.0,"""₹4,086.90""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/jackets,See product page,3.7,,MYTRIDENT,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,jackets
1000256,Woodland Leather Wallet,"Woodland Leather Wallet - durable, stylish, great for daily use.",3.6,3384.0,3151.72,20.0,"""₹2,521.38""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/wallets,See product page,3.6,Good quality,Lino Perros,"S,M,L,XL",,Verified Seller,,Buy 1 Get 1,Bank discount available,wallets
1000257,Titan Chronograph,"Titan Chronograph - durable, stylish, great for daily use.",4.4,3994.0,1115.38,0.0,"""₹1,115.38""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/watches,See product page,4.4,Good quality,Roadster,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,watches
1000258,F Gear Trekking Bag,"F Gear Trekking Bag - durable, stylish, great for daily use.",3.5,3552.0,3583.79,,"""₹3,583.79""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/backpacks,See product page,3.5,Loved it,Puma,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,backpacks
1000259,Tommy Hilfiger Backpack,,3.0,33.0,5383.44,30.0,"""₹3,768.41""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/backpacks,See product page,3.0,Value for money,F Gear,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,backpacks
1000260,F Gear Trekking Bag,"F Gear Trekking Bag - durable, stylish, great for daily use.",3.9,3734.0,1251.02,10.0,"""₹1,125.92""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/backpacks,See product page,3.9,Good quality,Roadster,"S,M,L,XL",video1.mp4,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,backpacks
1000261,Fastrack Analog Watch,,4.2,179.0,408.01,0.0,"""₹408.01""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/watches,See product page,4.2,,Lavie,"S,M,L,XL",video1.mp4,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,watches
1000262,Woodland Leather Wallet,"Woodland Leather Wallet - durable, stylish, great for daily use.",3.1,,4072.23,,"""₹4,072.23""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/wallets,See product page,3.1,Loved it,Tommy Hilfiger,"S,M,L,XL",,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,wallets
1000263,Puma Running Shoes,"Puma Running Shoes - durable, stylish, great for daily use.",3.0,4961.0,2015.36,30.0,"""₹1,410.75""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sneakers,See product page,3.0,,Lavie,"S,M,L,XL",,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,sneakers
1000264,Lino Perros Backpack,,4.9,2932.0,1437.57,30.0,"""₹1,006.30""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/backpacks,See product page,4.9,,Puma,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,backpacks
1000265,Roadster Bomber Jacket,,3.0,4703.0,371.67,,"""₹371.67""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/jackets,See product page,3.0,,,"S,M,L,XL",,,,Buy 1 Get 1,Bank discount available,jackets
1000266,Fastrack Analog Watch,,3.9,323.0,1804.51,,"""₹1,804.51""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/watches,See product page,3.9,Value for money,MYTRIDENT,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,watches
1000267,Lino Perros Backpack,"Lino Perros Backpack - durable, stylish, great for daily use.",,3585.0,1087.85,10.0,"""₹979.06""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/backpacks,See product page,,,MYTRIDENT,"S,M,L,XL",video1.mp4,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,backpacks
1000268,MYTRIDENT Cotton Robe,,4.4,1366.0,1848.45,20.0,"""₹1,478.76""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/bath-robe,See product page,4.4,,Tommy Hilfiger,"S,M,L,XL",,Verified Seller,,Buy 1 Get 1,Bank discount available,bath-robe
1000269,Roadster Casual Sneakers,"Roadster Casual Sneakers - durable, stylish, great for daily use.",4.4,1070.0,1332.19,10.0,"""₹1,198.97""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sneakers,See product page,4.4,,,"S,M,L,XL",video1.mp4,,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,sneakers
1000270,Lino Perros Backpack,"Lino Perros Backpack - durable, stylish, great for daily use.",4.0,4723.0,369.45,30.0,"""₹258.61""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/backpacks,See product page,4.0,Value for money,F Gear,"S,M,L,XL",,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,backpacks
1000271,Levis Denim Jacket,"Levis Denim Jacket - durable, stylish, great for daily use.",4.2,1285.0,1146.33,30.0,"""₹802.43""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/jackets,See product page,4.2,Good quality,,"S,M,L,XL",,,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,jackets
1000272,Fastrack Analog Watch,"Fastrack Analog Watch - durable, stylish, great for daily use.",3.8,1925.0,586.0,20.0,"""₹468.80""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/watches,See product page,3.8,Loved it,Tommy Hilfiger,"S,M,L,XL",,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,watches
1000273,Roadster Casual Sneakers,"Roadster Casual Sneakers - durable, stylish, great for daily use.",4.5,293.0,4546.86,,"""₹4,546.86""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sneakers,See product page,4.5,Value for money,Lino Perros,"S,M,L,XL",,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,sneakers
1000274,Titan Chronograph,,3.7,2976.0,5111.61,30.0,"""₹3,578.13""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/watches,See product page,3.7,Good quality,,"S,M,L,XL",,,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,watches
1000275,Titan Chronograph,,4.1,1150.0,4300.95,,"""₹4,300.95""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/watches,See product page,4.1,Good quality,Puma,"S,M,L,XL",,Verified Seller,,Buy 1 Get 1,Bank discount available,watches
1000276,Hidesign Bifold Wallet,"Hidesign Bifold Wallet - durable, stylish, great for daily use.",3.6,4823.0,4384.69,,"""₹4,384.69""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/wallets,See product page,3.6,Loved it,Tommy Hilfiger,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,wallets
1000277,Puma Running Shoes,"Puma Running Shoes - durable, stylish, great for daily use.",3.1,4164.0,3452.39,30.0,"""₹2,416.67""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sneakers,See product page,3.1,Good quality,Lavie,"S,M,L,XL",,Verified Seller,,Buy 1 Get 1,Bank discount available,sneakers
1000278,Roadster Casual Sneakers,"Roadster Casual Sneakers - durable, stylish, great for daily use.",4.2,2808.0,2685.39,0.0,"""₹2,685.39""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sneakers,See product page,4.2,Good quality,MYTRIDENT,"S,M,L,XL",,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,sneakers
1000279,Fastrack Wayfarer,"Fastrack Wayfarer - durable, stylish, great for daily use.",4.7,1645.0,5205.03,30.0,"""₹3,643.52""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sunglasses,See product page,4.7,Value for money,F Gear,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,sunglasses
1000280,Levis Denim Jacket,"Levis Denim Jacket - durable, stylish, great for daily use.",4.0,4674.0,4348.01,30.0,"""₹3,043.61""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/jackets,See product page,4.0,Value for money,Puma,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,jackets
1000281,Ray-Ban Aviator,"Ray-Ban Aviator - durable, stylish, great for daily use.",,1318.0,1127.36,0.0,"""₹1,127.36""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sunglasses,See product page,,Good quality,MYTRIDENT,"S,M,L,XL",,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,sunglasses
1000282,MYTRIDENT Cotton Robe,,4.4,4597.0,883.14,30.0,"""₹618.20""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/bath-robe,See product page,4.4,Value for money,Puma,"S,M,L,XL",,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,bath-robe
1000283,Roadster Casual Sneakers,"Roadster Casual Sneakers - durable, stylish, great for daily use.",4.0,1663.0,5804.25,,"""₹5,804.25""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sneakers,See product page,4.0,Value for money,,"S,M,L,XL",,,,Buy 1 Get 1,Bank discount available,sneakers
1000284,Titan Chronograph,,3.2,332.0,1364.77,30.0,"""₹955.34""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/watches,See product page,3.2,Value for money,Puma,"S,M,L,XL",,Verified Seller,,Buy 1 Get 1,Bank discount available,watches
1000285,Fastrack Wayfarer,"Fastrack Wayfarer - durable, stylish, great for daily use.",,2642.0,2957.09,,"""₹2,957.09""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sunglasses,See product page,,Value for money,Lino Perros,"S,M,L,XL",video1.mp4,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,sunglasses
1000286,Lavie Tote Backpack,,3.5,4399.0,3266.46,0.0,"""₹3,266.46""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/backpacks,See product page,3.5,Good quality,Puma,"S,M,L,XL",,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,backpacks
1000287,Titan Chronograph,,4.9,2834.0,3322.84,,"""₹3,322.84""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/watches,See product page,4.9,Good quality,,"S,M,L,XL",,,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,watches
1000288,Puma Running Shoes,"Puma Running Shoes - durable, stylish, great for daily use.",4.7,3071.0,4425.66,,"""₹4,425.66""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sneakers,See product page,4.7,Value for money,,"S,M,L,XL",,,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,sneakers
1000289,Ray-Ban Aviator,,3.5,,5837.28,30.0,"""₹4,086.10""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sunglasses,See product page,3.5,Good quality,Tommy Hilfiger,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,sunglasses
1000290,Soft Touch Bath Robe,,3.2,310.0,4556.28,20.0,"""₹3,645.02""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/bath-robe,See product page,3.2,Good quality,Tommy Hilfiger,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,bath-robe
1000291,Ray-Ban Aviator,"Ray-Ban Aviator - durable, stylish, great for daily use.",4.3,3190.0,2510.79,20.0,"""₹2,008.63""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sunglasses,See product page,4.3,,Tommy Hilfiger,"S,M,L,XL",,Verified Seller,,Buy 1 Get 1,Bank discount available,sunglasses
1000292,Fastrack Analog Watch,,3.9,252.0,3756.43,20.0,"""₹3,005.14""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/watches,See product page,3.9,Good quality,,"S,M,L,XL",,,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,watches
1000293,Hidesign Bifold Wallet,,3.4,91.0,1997.92,10.0,"""₹1,798.13""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/wallets,See product page,3.4,,Lavie,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,wallets
1000294,Fastrack Analog Watch,"Fastrack Analog Watch - durable, stylish, great for daily use.",4.1,1507.0,1505.9,30.0,"""₹1,054.13""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/watches,See product page,4.1,Value for money,F Gear,"S,M,L,XL",,Verified Seller,,Buy 1 Get 1,Bank discount available,watches
1000295,MYTRIDENT Cotton Robe,,4.7,2053.0,2928.21,10.0,"""₹2,635.39""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/bath-robe,See product page,4.7,Loved it,Tommy Hilfiger,"S,M,L,XL",video1.mp4,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,bath-robe
1000296,MYTRIDENT Cotton Robe,"MYTRIDENT Cotton Robe - durable, stylish, great for daily use.",4.9,2504.0,696.91,20.0,"""₹557.53""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/bath-robe,See product page,4.9,Value for money,Lavie,"S,M,L,XL",video1.mp4,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,bath-robe
1000297,MYTRIDENT Cotton Robe,"MYTRIDENT Cotton Robe - durable, stylish, great for daily use.",3.7,1100.0,4358.54,10.0,"""₹3,922.69""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/bath-robe,See product page,3.7,Loved it,Roadster,"S,M,L,XL",video1.mp4,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,bath-robe
1000298,Hidesign Bifold Wallet,,3.3,1146.0,1300.89,10.0,"""₹1,170.80""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/wallets,See product page,3.3,,F Gear,"S,M,L,XL",,Verified Seller,,Buy 1 Get 1,Bank discount available,wallets
1000299,Woodland Leather Wallet,"Woodland Leather Wallet - durable, stylish, great for daily use.",4.8,4452.0,2608.27,,"""₹2,608.27""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/wallets,See product page,4.8,Good quality,,"S,M,L,XL",video1.mp4,,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,wallets
1000300,Soft Touch Bath Robe,"Soft Touch Bath Robe - durable, stylish, great for daily use.",4.6,,3208.35,30.0,"""₹2,245.84""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/bath-robe,See product page,4.6,Good quality,F Gear,"S,M,L,XL",,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,bath-robe
1000301,MYTRIDENT Cotton Robe,"MYTRIDENT Cotton Robe - durable, stylish, great for daily use.",4.8,331.0,4057.66,20.0,"""₹3,246.13""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/bath-robe,See product page,4.8,Good quality,F Gear,"S,M,L,XL",,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,bath-robe
1000302,Fastrack Analog Watch,,,3724.0,1477.61,10.0,"""₹1,329.85""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/watches,See product page,,Value for money,Lino Perros,"S,M,L,XL",,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,watches
1000303,Hidesign Bifold Wallet,,4.8,637.0,1289.94,10.0,"""₹1,160.95""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/wallets,See product page,4.8,Good quality,MYTRIDENT,"S,M,L,XL",video1.mp4,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,wallets
1000304,Hidesign Bifold Wallet,,4.5,3603.0,5355.88,,"""₹5,355.88""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/wallets,See product page,4.5,Value for money,Lavie,"S,M,L,XL",,Verified Seller,,Buy 1 Get 1,Bank discount available,wallets
1000305,MYTRIDENT Cotton Robe,"MYTRIDENT Cotton Robe - durable, stylish, great for daily use.",3.3,3944.0,4067.32,10.0,"""₹3,660.59""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/bath-robe,See product page,3.3,Good quality,,"S,M,L,XL",video1.mp4,,,Buy 1 Get 1,Bank discount available,bath-robe
1000306,MYTRIDENT Cotton Robe,,4.8,1203.0,1217.44,,"""₹1,217.44""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/bath-robe,See product page,4.8,Good quality,Lino Perros,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,bath-robe
1000307,Roadster Bomber Jacket,"Roadster Bomber Jacket - durable, stylish, great for daily use.",3.6,3365.0,2859.46,20.0,"""₹2,287.57""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/jackets,See product page,3.6,Good quality,Lavie,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,jackets
1000308,Roadster Bomber Jacket,"Roadster Bomber Jacket - durable, stylish, great for daily use.",4.9,135.0,3665.4,20.0,"""₹2,932.32""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/jackets,See product page,4.9,Loved it,F Gear,"S,M,L,XL",,Verified Seller,,Buy 1 Get 1,Bank discount available,jackets
1000309,Soft Touch Bath Robe,"Soft Touch Bath Robe - durable, stylish, great for daily use.",4.9,763.0,521.51,30.0,"""₹365.06""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/bath-robe,See product page,4.9,,,"S,M,L,XL",video1.mp4,,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,bath-robe
1000310,Fastrack Analog Watch,"Fastrack Analog Watch - durable, stylish, great for daily use.",4.3,4719.0,1607.07,20.0,"""₹1,285.66""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/watches,See product page,4.3,Value for money,Tommy Hilfiger,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,watches
1000311,Woodland Leather Wallet,,4.7,965.0,2628.29,,"""₹2,628.29""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/wallets,See product page,4.7,Good quality,Lino Perros,"S,M,L,XL",video1.mp4,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,wallets
1000312,Fastrack Analog Watch,"Fastrack Analog Watch - durable, stylish, great for daily use.",4.8,2257.0,1744.71,20.0,"""₹1,395.77""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/watches,See product page,4.8,Loved it,Puma,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,watches
1000313,Titan Chronograph,"Titan Chronograph - durable, stylish, great for daily use.",3.9,975.0,3591.61,20.0,"""₹2,873.29""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/watches,See product page,3.9,Good quality,F Gear,"S,M,L,XL",,Verified Seller,,Buy 1 Get 1,Bank discount available,watches
1000314,Fastrack Wayfarer,"Fastrack Wayfarer - durable, stylish, great for daily use.",4.7,43.0,3798.94,,"""₹3,798.94""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sunglasses,See product page,4.7,Loved it,Tommy Hilfiger,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,sunglasses
1000315,Lavie Tote Backpack,"Lavie Tote Backpack - durable, stylish, great for daily use.",3.2,4268.0,3770.46,20.0,"""₹3,016.37""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/backpacks,See product page,3.2,,MYTRIDENT,"S,M,L,XL",,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,backpacks
1000316,Puma Running Shoes,"Puma Running Shoes - durable, stylish, great for daily use.",4.6,4225.0,1929.24,,"""₹1,929.24""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sneakers,See product page,4.6,,F Gear,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,sneakers
1000317,Levis Denim Jacket,"Levis Denim Jacket - durable, stylish, great for daily use.",3.2,3321.0,5980.86,10.0,"""₹5,382.77""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/jackets,See product page,3.2,,F Gear,"S,M,L,XL",,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,jackets
1000318,Roadster Bomber Jacket,,3.8,4709.0,1588.88,20.0,"""₹1,271.10""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/jackets,See product page,3.8,Loved it,Lino Perros,"S,M,L,XL",,Verified Seller,,Buy 1 Get 1,Bank discount available,jackets
1000319,Fastrack Wayfarer,"Fastrack Wayfarer - durable, stylish, great for daily use.",3.3,4709.0,4875.77,30.0,"""₹3,413.04""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sunglasses,See product page,3.3,Loved it,MYTRIDENT,"S,M,L,XL",video1.mp4,Verified Seller,,Buy 1 Get 1,Bank discount available,sunglasses
1000320,Hidesign Bifold Wallet,,4.4,2112.0,4184.09,,"""₹4,184.09""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/wallets,See product page,4.4,Good quality,Tommy Hilfiger,"S,M,L,XL",,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,wallets
1000321,Roadster Casual Sneakers,"Roadster Casual Sneakers - durable, stylish, great for daily use.",3.0,2801.0,4293.67,10.0,"""₹3,864.30""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/sneakers,See product page,3.0,Good quality,Tommy Hilfiger,"S,M,L,XL",video1.mp4,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,sneakers
1000322,Fastrack Analog Watch,"Fastrack Analog Watch - durable, stylish, great for daily use.",3.8,1635.0,1340.87,0.0,"""₹1,340.87""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/watches,See product page,3.8,Value for money,F Gear,"S,M,L,XL",,Verified Seller,,Buy 1 Get 1,Bank discount available,watches
1000323,MYTRIDENT Cotton Robe,"MYTRIDENT Cotton Robe - durable, stylish, great for daily use.",4.1,4035.0,1188.17,,"""₹1,188.17""",INR,img1.jpg|img2.jpg,"Standard,Express",100% authentic,Home/bath-robe,See product page,4.1,,Lino Perros,"S,M,L,XL",video1.mp4,Verified Seller,"Red,Blue,Black",Buy 1 Get 1,Bank discount available,bath-robe
