order_id,customer_id,order_date,status,region_code,customer_id_missing
452,501,2025-10-19 06:27:29,SHIPPED,WEST,False
453,359,2025-10-23 09:09:02,DELIVERED,NORTH,False
454,396,2026-07-23 00:00:00,RETURNED,SOUTH,False
455,231,2026-07-02 13:30:11,DELIVERED,WEST,False
456,10,2025-11-14 20:41:53,SHIPPED,SOUTH,False
457,9,2026-06-23 03:07:02,RETURNED,EAST,False
458,282,2026-01-04 22:20:52,CANCELLED,EAST,False
459,224,2026-06-27 09:39:26,RETURNED,CENTRAL,False
460,105,2025-08-14 00:00:00,DELIVERED,CENTRAL,False
461,290,2025-09-26 02:33:09,PLACED,WEST,False
462,284,2026-06-04 01:25:30,DELIVERED,EAST,False
463,306,2026-05-14 07:06:45,RETURNED,SOUTH,False
464,414,2025-11-14 10:17:09,SHIPPED,NORTH,False
465,303,2026-01-06 04:21:53,CANCELLED,WEST,False
466,37,2026-06-05 06:07:46,RETURNED,SOUTH,False
467,228,2026-01-28 18:29:01,CANCELLED,EAST,False
468,175,2025-11-13 17:30:25,RETURNED,SOUTH,False
469,483,2026-05-23 00:00:00,DELIVERED,CENTRAL,False
470,188,2025-08-22 18:07:37,DELIVERED,NORTH,False
471,229,2025-10-26 02:16:46,DELIVERED,WEST,False
472,340,2026-02-04 17:04:43,RETURNED,EAST,False
473,121,2026-05-22 07:29:37,RETURNED,CENTRAL,False
474,73,2026-06-05 03:59:30,SHIPPED,CENTRAL,False
475,391,2025-09-15 05:33:43,CANCELLED,NORTH,False
476,155,2026-02-28 00:00:00,SHIPPED,EAST,False
477,469,2026-04-25 00:00:00,SHIPPED,NORTH,False
478,182,2025-10-29 16:39:24,PLACED,NORTH,False
479,215,2026-02-09 08:50:31,SHIPPED,CENTRAL,False
480,502,2026-01-07 20:40:38,PLACED,SOUTH,False
481,440,2026-05-01 09:17:28,CANCELLED,WEST,False
482,UNKNOWN,2025-12-08 22:51:31,DELIVERED,NORTH,True
483,544,2026-08-08 07:56:49,PLACED,SOUTH,False
484,353,2025-12-13 04:57:20,PLACED,WEST,False
485,314,2025-10-10 08:09:15,PLACED,EAST,False
486,467,2026-04-11 02:01:28,RETURNED,CENTRAL,False
487,138,2026-05-19 13:27:00,CANCELLED,EAST,False
488,169,2025-08-26 02:59:23,CANCELLED,NORTH,False
489,135,2026-05-25 23:07:29,PLACED,CENTRAL,False
490,127,2026-08-08 19:11:05,PLACED,WEST,False
491,262,2026-03-11 04:14:41,RETURNED,NORTH,False
492,50,2026-02-28 01:10:23,PLACED,NORTH,False
493,427,2025-09-26 04:13:48,PLACED,CENTRAL,False
494,157,2025-11-16 02:50:04,PLACED,EAST,False
495,104,2026-02-12 15:10:24,DELIVERED,CENTRAL,False
496,141,2026-04-14 17:13:35,PLACED,CENTRAL,False
497,121,2025-12-03 18:55:42,PLACED,WEST,False
498,205,2025-10-25 22:01:37,RETURNED,SOUTH,False
499,420,2025-12-27 17:12:30,PLACED,CENTRAL,False
500,213,2026-07-20 10:04:14,CANCELLED,EAST,False
501,14,2025-08-29 23:16:45,PLACED,CENTRAL,False
502,153,2026-07-11 03:39:41,RETURNED,NORTH,False
503,104,2026-04-25 15:50:03,SHIPPED,WEST,False
504,304,2025-11-02 07:43:19,PLACED,NORTH,False
505,41,2025-09-22 14:21:29,DELIVERED,EAST,False
506,119,2025-11-09 00:00:00,PLACED,NORTH,False
507,175,2026-04-12 12:55:39,CANCELLED,CENTRAL,False
508,96,2026-01-25 08:28:06,DELIVERED,SOUTH,False
509,410,2025-12-13 18:28:24,DELIVERED,WEST,False
510,490,2025-08-15 14:13:47,SHIPPED,NORTH,False
511,61,2025-10-13 17:42:00,SHIPPED,NORTH,False
512,495,2026-06-14 06:02:37,CANCELLED,SOUTH,False
513,368,2025-11-24 23:13:39,SHIPPED,WEST,False
514,116,2026-03-24 19:33:30,CANCELLED,NORTH,False
515,322,2025-09-25 00:00:00,RETURNED,CENTRAL,False
516,230,2026-01-10 10:59:21,DELIVERED,CENTRAL,False
517,98,2026-06-12 05:08:30,SHIPPED,WEST,False
518,395,2025-11-12 00:00:00,RETURNED,CENTRAL,False
519,161,2025-08-13 05:01:15,CANCELLED,WEST,False
520,77,2025-08-26 01:11:42,DELIVERED,SOUTH,False
521,285,2026-03-23 00:00:00,SHIPPED,CENTRAL,False
522,413,2026-06-10 00:18:25,PLACED,WEST,False
523,459,2026-05-05 00:00:00,CANCELLED,WEST,False
524,510,2026-02-10 07:37:56,PLACED,NORTH,False
525,37,2026-05-04 02:12:09,PLACED,NORTH,False
526,312,2026-03-29 06:53:23,RETURNED,SOUTH,False
527,468,2025-10-08 22:25:05,DELIVERED,NORTH,False
528,466,2025-12-31 23:28:30,RETURNED,CENTRAL,False
529,373,2026-06-05 02:08:14,PLACED,NORTH,False
530,228,2025-09-13 00:00:00,DELIVERED,EAST,False
531,383,2025-11-14 08:02:53,PLACED,SOUTH,False
532,420,2025-10-09 00:00:00,RETURNED,SOUTH,False
533,403,2026-02-19 21:22:24,SHIPPED,EAST,False
534,425,2025-09-14 00:00:00,RETURNED,NORTH,False
535,462,2026-05-03 03:15:21,RETURNED,CENTRAL,False
536,511,2026-04-06 00:00:00,PLACED,CENTRAL,False
537,495,2025-12-19 04:06:40,SHIPPED,CENTRAL,False
538,132,2026-08-06 00:00:00,RETURNED,CENTRAL,False
539,517,2026-05-31 17:24:08,CANCELLED,CENTRAL,False
540,255,2026-04-09 12:26:39,DELIVERED,EAST,False
541,137,2025-09-02 00:00:00,RETURNED,CENTRAL,False
542,322,2025-09-01 22:55:59,RETURNED,SOUTH,False
543,298,2025-12-25 19:27:12,SHIPPED,SOUTH,False
544,331,2026-04-17 01:39:43,DELIVERED,CENTRAL,False
545,428,2025-10-08 12:24:44,RETURNED,EAST,False
546,433,2026-05-09 02:38:26,RETURNED,NORTH,False
547,UNKNOWN,2026-03-06 00:00:00,PLACED,SOUTH,True
548,165,2026-06-13 02:47:19,DELIVERED,SOUTH,False
549,303,2025-09-20 10:45:05,RETURNED,NORTH,False
550,464,2025-09-27 00:00:00,RETURNED,SOUTH,False
551,399,2026-02-15 04:48:49,DELIVERED,NORTH,False
552,397,2025-11-08 02:28:24,DELIVERED,CENTRAL,False
553,258,2025-12-10 18:00:54,CANCELLED,SOUTH,False
554,377,2026-03-14 13:59:30,RETURNED,CENTRAL,False
555,199,2026-06-11 23:43:03,SHIPPED,NORTH,False
556,178,2026-04-17 02:19:28,PLACED,WEST,False
557,UNKNOWN,2026-05-30 14:43:14,DELIVERED,SOUTH,True
558,262,2025-12-22 00:00:00,CANCELLED,SOUTH,False
559,UNKNOWN,2026-06-18 13:49:45,RETURNED,NORTH,True
560,309,2026-07-22 01:55:45,RETURNED,CENTRAL,False
561,326,2026-01-27 02:56:42,SHIPPED,CENTRAL,False
562,518,2026-05-21 11:36:13,RETURNED,CENTRAL,False
563,358,2025-10-23 16:21:20,SHIPPED,EAST,False
564,301,2025-08-18 00:48:41,RETURNED,CENTRAL,False
565,10,2026-05-04 00:00:00,DELIVERED,WEST,False
566,250,2026-01-03 10:51:01,DELIVERED,WEST,False
567,117,2025-12-26 20:09:05,RETURNED,EAST,False
568,UNKNOWN,2026-05-18 01:40:41,DELIVERED,CENTRAL,True
569,457,2025-10-01 01:35:00,DELIVERED,SOUTH,False
570,85,2025-11-15 02:26:48,SHIPPED,CENTRAL,False
571,68,2026-07-24 17:56:07,SHIPPED,WEST,False
572,211,2025-08-25 01:50:54,CANCELLED,NORTH,False
573,158,2026-02-14 00:00:00,DELIVERED,NORTH,False
574,56,2026-05-11 04:01:12,DELIVERED,CENTRAL,False
575,234,2026-01-26 15:35:03,CANCELLED,WEST,False
576,415,2026-03-14 20:16:38,PLACED,WEST,False
577,548,2025-12-02 00:00:00,RETURNED,NORTH,False
578,47,2026-03-08 12:26:12,PLACED,EAST,False
579,109,2026-05-07 10:39:05,DELIVERED,CENTRAL,False
580,449,2026-02-16 01:46:37,PLACED,WEST,False
581,226,2025-10-22 00:00:00,CANCELLED,CENTRAL,False
582,148,2026-03-17 19:49:53,DELIVERED,NORTH,False
583,145,2025-10-21 00:00:00,PLACED,CENTRAL,False
584,551,2026-03-08 20:41:57,PLACED,EAST,False
585,353,2025-12-22 18:15:29,RETURNED,SOUTH,False
586,227,2025-12-13 10:42:46,DELIVERED,SOUTH,False
587,56,2026-05-21 04:16:25,RETURNED,WEST,False
588,75,2026-02-07 15:32:37,PLACED,EAST,False
589,499,2025-11-24 15:59:54,DELIVERED,SOUTH,False
590,241,2026-07-12 00:00:00,RETURNED,NORTH,False
591,326,2026-06-28 14:31:42,DELIVERED,CENTRAL,False
592,157,2026-03-30 05:53:24,DELIVERED,EAST,False
593,173,2026-07-30 00:00:00,SHIPPED,SOUTH,False
594,447,2026-07-09 22:47:49,DELIVERED,SOUTH,False
595,340,2026-03-13 02:17:33,CANCELLED,WEST,False
596,313,2025-10-11 00:17:51,PLACED,SOUTH,False
597,84,2025-09-05 11:45:53,SHIPPED,CENTRAL,False
598,79,2026-03-04 00:20:53,PLACED,CENTRAL,False
599,415,2025-10-08 22:43:50,SHIPPED,NORTH,False
600,557,2026-01-31 06:21:10,RETURNED,WEST,False
