item_id,order_id,product_id,quantity,unit_price,discount_percent
871,93,82,2,127.62,9.36
872,590,8,2,281.54,49.29
873,11,55,9,76.85,49.78
874,546,90,2,311.98,91.09
875,8,92,7,377.34,24.42
876,541,88,10,229.84,16.85
877,537,29,3,421.31,51.37
878,53,55,8,192.91,11.32
879,256,107,9,430.33,29.01
880,495,38,5,371.63,56.88
881,223,40,9,27.36,46.31
882,500,8,-6,235.57,29.84
883,110,1,6,101.22,35.45
884,104,56,8,269.26,89.85
885,421,16,-8,387.03,25.01
886,482,51,6,219.89,18.22
887,276,14,8,225.28,13.99
888,445,1,6,357.52,11.07
889,292,6,3,374.52,90.1
890,165,86,4,480.25,98.29
891,122,54,8,401.91,71.43
892,333,97,7,462.55,84.31
893,399,17,2,398.43,12.61
894,353,65,1,125.89,67.83
895,351,55,10,222.82,28.95
896,498,11,7,84.72,51.12
897,256,36,2,497.19,24.74
898,440,26,8,406.88,70.11
899,515,79,3,428.89,62.89
900,153,30,2,28.8,99.04
901,150,55,1,54.56,5.1
902,418,68,5,490.26,22.18
903,437,62,1,325.5,30.43
904,276,47,5,358.68,24.7
905,49,24,-1,333.61,32.16
906,293,61,5,59.37,18.48
907,504,47,6,57.47,1.37
908,566,99,3,373.23,36.14
909,542,78,6,145.21,58.43
910,90,14,3,304.9,4.1
911,196,25,8,46.69,54.66
912,352,39,8,108.98,72.08
913,45,17,4,358.69,89.16
914,574,45,6,361.49,91.08
915,70,62,7,476.7,79.09
916,171,77,5,73.18,4.54
917,580,8,4,204.77,68.47
918,526,10,3,259.55,56.25
919,400,52,10,100.19,16.0
920,224,76,1,397.42,45.54
921,538,34,5,155.22,26.85
922,122,22,4,126.73,3.91
923,152,36,3,397.4,64.24
924,255,106,4,10.69,34.75
925,378,42,2,443.15,26.4
926,137,53,10,492.78,62.6
927,11,106,6,482.96,17.67
928,17,69,10,375.43,38.2
929,264,112,10,410.26,22.06
930,276,27,10,430.53,39.55
931,457,30,7,452.06,9.37
932,186,59,3,96.29,56.97
933,185,83,-5,89.83,17.77
934,404,88,10,80.33,42.64
935,466,83,7,268.12,72.68
936,13,78,2,20.15,82.66
937,45,17,4,141.15,93.86
938,14,102,1,62.11,73.61
939,347,110,2,245.41,56.29
940,455,105,3,244.67,24.38
941,557,89,5,70.31,82.49
942,106,70,5,444.36,41.53
943,2,29,1,198.84,35.33
944,294,29,7,360.28,90.16
945,504,22,2,478.67,28.18
946,79,79,6,462.43,91.99
947,45,78,3,269.94,59.96
948,436,20,5,150.63,87.54
949,278,64,6,407.25,71.13
950,79,101,1,489.24,77.78
951,151,41,3,363.46,78.55
952,490,105,2,219.45,72.67
953,149,12,6,99.12,38.5
954,327,64,7,486.7,60.17
955,342,18,4,279.18,53.87
956,505,69,9,198.47,58.1
957,432,68,10,407.53,21.93
958,90,31,-6,497.01,1.72
959,572,61,3,39.19,34.93
960,143,38,8,428.12,97.18
961,432,32,4,37.37,13.78
962,147,49,1,218.11,5.41
963,109,85,10,420.34,87.05
964,31,19,6,130.07,1.25
965,427,20,3,78.66,52.75
966,307,61,7,227.55,64.48
967,14,37,2,441.77,3.21
968,178,65,-3,418.01,67.99
969,466,71,5,255.92,70.94
970,434,21,5,265.54,97.79
971,129,96,4,37.44,39.23
972,573,78,2,239.53,31.32
973,415,106,7,403.64,64.66
974,200,35,2,187.72,77.88
975,344,4,4,275.37,6.53
976,12,97,5,108.85,92.92
977,247,35,2,286.75,56.37
978,496,6,1,472.32,0.85
979,366,97,5,255.11,31.45
980,401,93,6,354.3,9.74
981,418,95,9,405.67,15.02
982,392,62,10,28.33,16.12
983,475,11,2,123.47,21.56
984,145,99,3,255.79,99.23
985,536,99,6,74.29,29.08
986,442,6,7,498.53,60.69
987,157,73,8,17.32,76.63
988,317,71,2,232.86,16.97
989,303,21,2,188.03,8.92
990,184,91,8,241.9,25.6
991,453,84,3,486.12,48.83
992,373,110,5,429.93,91.71
993,133,57,6,316.07,31.36
994,86,88,7,138.79,87.55
995,44,80,1,129.96,82.12
996,9,20,2,87.52,39.93
997,75,29,7,337.88,34.89
998,480,83,9,237.78,8.58
999,111,51,7,171.07,31.73
1000,498,28,8,232.74,54.51
1001,482,19,4,25.35,60.11
1002,390,8,6,489.49,21.34
1003,217,112,1,345.0,26.98
1004,181,11,3,208.48,29.83
1005,463,112,7,338.13,25.94
1006,56,12,7,379.06,16.45
1007,358,54,8,347.53,16.07
1008,448,46,10,14.87,78.31
1009,204,10,10,168.63,98.64
1010,325,2,3,467.57,49.94
1011,325,15,7,363.92,98.82
1012,129,82,8,293.4,3.65
1013,193,54,9,304.46,21.61
1014,215,25,10,191.43,36.38
1015,310,40,9,71.13,49.91
1016,467,53,7,415.81,42.58
1017,344,15,3,192.83,55.28
1018,167,70,7,424.09,68.86
1019,448,82,5,469.57,90.59
1020,102,12,2,18.05,93.25
1021,107,64,10,58.85,44.41
1022,596,104,1,427.34,21.19
1023,466,71,7,429.61,95.06
1024,360,102,8,412.0,70.38
1025,406,1,6,258.7,26.76
1026,271,40,7,12.04,90.91
1027,34,2,1,193.46,81.67
1028,326,43,3,496.49,24.18
1029,401,25,10,415.99,80.13
1030,592,55,3,201.3,72.81
1031,413,41,9,123.18,71.0
1032,130,65,2,394.3,84.3
1033,267,108,9,167.98,9.33
1034,27,56,1,300.71,2.78
1035,557,11,10,373.75,13.05
1036,465,82,6,329.74,22.18
1037,199,69,4,405.48,37.81
1038,267,85,1,468.14,62.74
1039,594,111,2,464.33,12.27
1040,146,37,5,55.46,49.42
1041,371,108,4,250.61,2.2
1042,76,63,2,215.75,88.97
1043,462,104,3,14.97,17.87
1044,581,81,10,67.43,34.28
1045,356,62,10,12.46,52.17
1046,261,16,4,272.62,51.8
1047,157,28,6,116.31,32.75
1048,226,11,3,245.97,95.32
1049,357,91,9,238.85,80.9
1050,447,66,7,132.55,19.79
1051,288,51,2,385.56,31.16
1052,211,93,8,228.62,59.63
1053,279,105,6,307.57,42.93
1054,581,46,6,411.48,44.94
1055,35,66,5,153.8,82.67
1056,544,46,-7,98.15,32.27
1057,191,46,4,331.91,37.2
1058,322,16,1,15.34,32.89
1059,477,73,6,285.2,38.56
1060,218,68,4,146.24,60.79
1061,77,74,7,223.25,81.34
1062,203,26,1,254.34,99.03
1063,432,16,2,304.7,59.12
1064,243,74,1,325.4,85.61
1065,5,60,5,483.76,3.7
1066,547,68,1,17.97,46.99
1067,426,93,5,379.31,40.03
1068,570,100,6,33.07,29.84
1069,466,64,2,469.47,10.27
1070,230,7,1,496.83,86.14
1071,447,29,3,364.81,81.23
1072,551,1,1,394.62,11.08
1073,312,10,5,310.25,81.25
1074,277,90,3,295.89,11.99
1075,327,111,3,445.02,96.58
1076,424,82,8,265.66,24.05
1077,490,85,8,167.74,73.09
1078,232,12,5,358.58,35.3
1079,249,85,4,46.82,49.46
1080,218,2,4,198.68,48.76
1081,349,27,10,261.82,31.34
1082,320,91,8,425.43,10.57
1083,134,29,6,231.69,62.05
1084,208,100,7,146.14,16.42
1085,315,112,10,82.17,87.62
1086,113,31,1,101.64,2.86
1087,544,58,6,464.19,8.41
1088,442,28,3,221.12,33.37
1089,452,35,6,327.82,73.2
1090,433,25,5,96.56,27.59
1091,506,67,7,34.44,24.89
1092,114,29,2,27.49,26.62
1093,68,69,2,442.47,69.95
1094,415,51,7,369.62,87.95
1095,275,64,4,109.75,63.69
1096,295,94,1,256.59,70.05
1097,489,95,5,347.09,17.02
1098,72,22,3,233.06,96.22
1099,486,55,-6,487.44,88.13
1100,175,87,1,485.08,58.32
1101,501,112,4,32.14,1.74
1102,298,107,4,91.98,14.66
1103,97,13,5,174.48,49.07
1104,360,70,5,134.23,45.88
1105,362,39,6,389.52,85.7
1106,496,15,5,366.83,2.07
1107,421,110,4,79.4,49.78
1108,251,74,7,374.74,19.38
1109,387,82,2,439.8,67.88
1110,461,68,3,342.74,88.8
1111,401,76,7,145.36,19.06
1112,594,67,6,70.25,79.53
1113,581,102,6,485.04,49.89
1114,151,60,3,151.99,55.81
1115,167,39,8,401.89,1.56
1116,42,28,5,70.48,48.84
1117,6,56,6,10.31,25.14
1118,359,37,9,386.75,15.5
1119,89,92,5,369.2,43.21
1120,83,38,4,467.14,24.87
1121,396,55,7,58.09,26.13
1122,310,77,5,223.55,87.59
1123,593,18,4,213.99,19.95
1124,313,11,5,317.88,54.58
1125,385,101,7,268.02,69.41
1126,516,88,6,219.56,42.05
1127,421,60,1,22.95,76.68
1128,91,97,3,158.17,24.26
1129,525,48,3,450.96,87.78
1130,55,97,7,338.34,46.28
1131,531,59,1,142.39,98.62
1132,110,43,10,152.38,48.15
1133,340,111,1,296.46,51.08
1134,55,90,4,285.4,96.73
1135,140,29,3,162.34,98.92
1136,7,104,8,108.34,6.71
1137,157,78,2,131.13,10.36
1138,26,107,9,37.27,12.18
1139,415,62,3,422.44,54.67
1140,450,110,10,81.66,2.17
1141,146,105,4,373.42,54.67
1142,488,62,5,59.01,58.88
1143,377,86,5,351.85,10.73
1144,427,105,7,148.88,12.01
1145,399,2,10,326.1,89.32
1146,456,6,6,239.27,72.31
1147,284,2,3,429.36,50.32
1148,358,91,9,40.76,65.59
1149,361,84,10,360.44,78.67
1150,286,101,5,43.42,83.93
1151,496,49,8,98.38,70.85
1152,520,100,9,351.91,58.89
1153,595,45,10,207.85,4.49
1154,163,30,2,254.72,67.93
1155,332,98,4,406.19,73.26
1156,243,14,3,198.2,97.33
1157,66,8,10,28.33,74.99
1158,453,98,6,421.93,92.36
1159,329,14,8,494.55,57.38
1160,205,26,5,342.64,22.55
1161,166,56,9,104.22,58.21
1162,99,27,1,447.71,35.96
1163,418,73,9,176.95,68.24
1164,541,64,4,289.48,47.37
1165,361,46,10,428.18,80.16
1166,450,55,7,288.88,12.72
1167,530,39,2,122.98,60.15
1168,339,3,4,152.05,82.81
1169,400,91,6,437.02,96.81
1170,77,69,10,263.7,61.12
1171,320,52,10,351.78,11.09
1172,483,34,1,216.49,20.05
1173,61,18,4,369.6,92.42
1174,64,31,8,474.52,90.43
1175,37,45,2,303.09,61.24
1176,83,71,8,142.55,4.17
1177,37,64,9,181.63,47.76
1178,234,3,-1,393.09,19.62
1179,389,88,1,35.55,76.57
1180,129,56,7,66.64,11.8
1181,377,46,4,459.85,23.82
1182,95,76,1,376.26,88.83
1183,550,73,1,17.3,71.98
1184,59,10,1,98.49,4.37
1185,359,78,4,73.56,39.78
1186,126,85,2,469.8,20.59
1187,366,110,4,158.33,36.69
1188,565,38,4,141.09,69.78
1189,516,14,1,211.31,95.06
1190,498,36,2,77.19,97.59
1191,237,40,9,192.47,81.64
1192,146,5,4,328.45,45.38
1193,117,3,8,142.45,58.82
1194,308,106,2,428.74,38.39
1195,20,111,7,31.76,20.57
1196,189,85,7,333.6,3.13
1197,357,4,10,174.75,82.82
1198,269,104,10,23.4,72.58
1199,445,111,7,465.0,75.24
1200,112,71,7,466.91,28.74
