full_date,date_key,year,quarter,month,month_name,day,day_of_week,day_name,week_of_year,is_weekend
2012-02-16,20120216,2012,1,2,February,16,4,Thursday,7,False
2012-02-17,20120217,2012,1,2,February,17,5,Friday,7,False
2012-02-18,20120218,2012,1,2,February,18,6,Saturday,7,True
2012-02-19,20120219,2012,1,2,February,19,7,Sunday,7,True
2012-02-20,20120220,2012,1,2,February,20,1,Monday,8,False
2012-02-21,20120221,2012,1,2,February,21,2,Tuesday,8,False
2012-02-22,20120222,2012,1,2,February,22,3,Wednesday,8,False
2012-02-23,20120223,2012,1,2,February,23,4,Thursday,8,False
2012-02-24,20120224,2012,1,2,February,24,5,Friday,8,False
2012-02-25,20120225,2012,1,2,February,25,6,Saturday,8,True
2012-02-26,20120226,2012,1,2,February,26,7,Sunday,8,True
2012-02-27,20120227,2012,1,2,February,27,1,Monday,9,False
2012-02-28,20120228,2012,1,2,February,28,2,Tuesday,9,False
2012-02-29,20120229,2012,1,2,February,29,3,Wednesday,9,False
2012-03-01,20120301,2012,1,3,March,1,4,Thursday,9,False
2012-03-02,20120302,2012,1,3,March,2,5,Friday,9,False
2012-03-03,20120303,2012,1,3,March,3,6,Saturday,9,True
2012-03-04,20120304,2012,1,3,March,4,7,Sunday,9,True
2012-03-05,20120305,2012,1,3,March,5,1,Monday,10,False
2012-03-06,20120306,2012,1,3,March,6,2,Tuesday,10,False
2012-03-07,20120307,2012,1,3,March,7,3,Wednesday,10,False
2012-03-08,20120308,2012,1,3,March,8,4,Thursday,10,False
2012-03-09,20120309,2012,1,3,March,9,5,Friday,10,False
2012-03-10,20120310,2012,1,3,March,10,6,Saturday,10,True
2012-03-11,20120311,2012,1,3,March,11,7,Sunday,10,True
2012-03-12,20120312,2012,1,3,March,12,1,Monday,11,False
2012-03-13,20120313,2012,1,3,March,13,2,Tuesday,11,False
2012-03-14,20120314,2012,1,3,March,14,3,Wednesday,11,False
2012-03-15,20120315,2012,1,3,March,15,4,Thursday,11,False
2012-03-16,20120316,2012,1,3,March,16,5,Friday,11,False
2012-03-17,20120317,2012,1,3,March,17,6,Saturday,11,True
2012-03-18,20120318,2012,1,3,March,18,7,Sunday,11,True
2012-03-19,20120319,2012,1,3,March,19,1,Monday,12,False
2012-03-20,20120320,2012,1,3,March,20,2,Tuesday,12,False
2012-03-21,20120321,2012,1,3,March,21,3,Wednesday,12,False
2012-03-22,20120322,2012,1,3,March,22,4,Thursday,12,False
2012-03-23,20120323,2012,1,3,March,23,5,Friday,12,False
2012-03-24,20120324,2012,1,3,March,24,6,Saturday,12,True
2012-03-25,20120325,2012,1,3,March,25,7,Sunday,12,True
2012-03-26,20120326,2012,1,3,March,26,1,Monday,13,False
2012-03-27,20120327,2012,1,3,March,27,2,Tuesday,13,False
2012-03-28,20120328,2012,1,3,March,28,3,Wednesday,13,False
2012-03-29,20120329,2012,1,3,March,29,4,Thursday,13,False
2012-03-30,20120330,2012,1,3,March,30,5,Friday,13,False
2012-03-31,20120331,2012,1,3,March,31,6,Saturday,13,True
2012-04-01,20120401,2012,2,4,April,1,7,Sunday,13,True
2012-04-02,20120402,2012,2,4,April,2,1,Monday,14,False
2012-04-03,20120403,2012,2,4,April,3,2,Tuesday,14,False
2012-04-04,20120404,2012,2,4,April,4,3,Wednesday,14,False
2012-04-05,20120405,2012,2,4,April,5,4,Thursday,14,False
2012-04-06,20120406,2012,2,4,April,6,5,Friday,14,False
2012-04-07,20120407,2012,2,4,April,7,6,Saturday,14,True
2012-04-08,20120408,2012,2,4,April,8,7,Sunday,14,True
2012-04-09,20120409,2012,2,4,April,9,1,Monday,15,False
2012-04-10,20120410,2012,2,4,April,10,2,Tuesday,15,False
2012-04-11,20120411,2012,2,4,April,11,3,Wednesday,15,False
2012-04-12,20120412,2012,2,4,April,12,4,Thursday,15,False
2012-04-13,20120413,2012,2,4,April,13,5,Friday,15,False
2012-04-14,20120414,2012,2,4,April,14,6,Saturday,15,True
2012-04-15,20120415,2012,2,4,April,15,7,Sunday,15,True
2012-04-16,20120416,2012,2,4,April,16,1,Monday,16,False
2012-04-17,20120417,2012,2,4,April,17,2,Tuesday,16,False
2012-04-18,20120418,2012,2,4,April,18,3,Wednesday,16,False
2012-04-19,20120419,2012,2,4,April,19,4,Thursday,16,False
2012-04-20,20120420,2012,2,4,April,20,5,Friday,16,False
2012-04-21,20120421,2012,2,4,April,21,6,Saturday,16,True
2012-04-22,20120422,2012,2,4,April,22,7,Sunday,16,True
2012-04-23,20120423,2012,2,4,April,23,1,Monday,17,False
2012-04-24,20120424,2012,2,4,April,24,2,Tuesday,17,False
2012-04-25,20120425,2012,2,4,April,25,3,Wednesday,17,False
2012-04-26,20120426,2012,2,4,April,26,4,Thursday,17,False
2012-04-27,20120427,2012,2,4,April,27,5,Friday,17,False
2012-04-28,20120428,2012,2,4,April,28,6,Saturday,17,True
2012-04-29,20120429,2012,2,4,April,29,7,Sunday,17,True
2012-04-30,20120430,2012,2,4,April,30,1,Monday,18,False
2012-05-01,20120501,2012,2,5,May,1,2,Tuesday,18,False
2012-05-02,20120502,2012,2,5,May,2,3,Wednesday,18,False
2012-05-03,20120503,2012,2,5,May,3,4,Thursday,18,False
2012-05-04,20120504,2012,2,5,May,4,5,Friday,18,False
2012-05-05,20120505,2012,2,5,May,5,6,Saturday,18,True
2012-05-06,20120506,2012,2,5,May,6,7,Sunday,18,True
2012-05-07,20120507,2012,2,5,May,7,1,Monday,19,False
2012-05-08,20120508,2012,2,5,May,8,2,Tuesday,19,False
2012-05-09,20120509,2012,2,5,May,9,3,Wednesday,19,False
2012-05-10,20120510,2012,2,5,May,10,4,Thursday,19,False
2012-05-11,20120511,2012,2,5,May,11,5,Friday,19,False
2012-05-12,20120512,2012,2,5,May,12,6,Saturday,19,True
2012-05-13,20120513,2012,2,5,May,13,7,Sunday,19,True
2012-05-14,20120514,2012,2,5,May,14,1,Monday,20,False
2012-05-15,20120515,2012,2,5,May,15,2,Tuesday,20,False
2012-05-16,20120516,2012,2,5,May,16,3,Wednesday,20,False
2012-05-17,20120517,2012,2,5,May,17,4,Thursday,20,False
2012-05-18,20120518,2012,2,5,May,18,5,Friday,20,False
2012-05-19,20120519,2012,2,5,May,19,6,Saturday,20,True
2012-05-20,20120520,2012,2,5,May,20,7,Sunday,20,True
2012-05-21,20120521,2012,2,5,May,21,1,Monday,21,False
2012-05-22,20120522,2012,2,5,May,22,2,Tuesday,21,False
2012-05-23,20120523,2012,2,5,May,23,3,Wednesday,21,False
2012-05-24,20120524,2012,2,5,May,24,4,Thursday,21,False
2012-05-25,20120525,2012,2,5,May,25,5,Friday,21,False
2012-05-26,20120526,2012,2,5,May,26,6,Saturday,21,True
2012-05-27,20120527,2012,2,5,May,27,7,Sunday,21,True
2012-05-28,20120528,2012,2,5,May,28,1,Monday,22,False
2012-05-29,20120529,2012,2,5,May,29,2,Tuesday,22,False
2012-05-30,20120530,2012,2,5,May,30,3,Wednesday,22,False
2012-05-31,20120531,2012,2,5,May,31,4,Thursday,22,False
2012-06-01,20120601,2012,2,6,June,1,5,Friday,22,False
2012-06-02,20120602,2012,2,6,June,2,6,Saturday,22,True
2012-06-03,20120603,2012,2,6,June,3,7,Sunday,22,True
2012-06-04,20120604,2012,2,6,June,4,1,Monday,23,False
2012-06-05,20120605,2012,2,6,June,5,2,Tuesday,23,False
2012-06-06,20120606,2012,2,6,June,6,3,Wednesday,23,False
2012-06-07,20120607,2012,2,6,June,7,4,Thursday,23,False
2012-06-08,20120608,2012,2,6,June,8,5,Friday,23,False
2012-06-09,20120609,2012,2,6,June,9,6,Saturday,23,True
2012-06-10,20120610,2012,2,6,June,10,7,Sunday,23,True
2012-06-11,20120611,2012,2,6,June,11,1,Monday,24,False
2012-06-12,20120612,2012,2,6,June,12,2,Tuesday,24,False
2012-06-13,20120613,2012,2,6,June,13,3,Wednesday,24,False
2012-06-14,20120614,2012,2,6,June,14,4,Thursday,24,False
2012-06-15,20120615,2012,2,6,June,15,5,Friday,24,False
2012-06-16,20120616,2012,2,6,June,16,6,Saturday,24,True
2012-06-17,20120617,2012,2,6,June,17,7,Sunday,24,True
2012-06-18,20120618,2012,2,6,June,18,1,Monday,25,False
2012-06-19,20120619,2012,2,6,June,19,2,Tuesday,25,False
2012-06-20,20120620,2012,2,6,June,20,3,Wednesday,25,False
2012-06-21,20120621,2012,2,6,June,21,4,Thursday,25,False
2012-06-22,20120622,2012,2,6,June,22,5,Friday,25,False
2012-06-23,20120623,2012,2,6,June,23,6,Saturday,25,True
2012-06-24,20120624,2012,2,6,June,24,7,Sunday,25,True
2012-06-25,20120625,2012,2,6,June,25,1,Monday,26,False
2012-06-26,20120626,2012,2,6,June,26,2,Tuesday,26,False
2012-06-27,20120627,2012,2,6,June,27,3,Wednesday,26,False
2012-06-28,20120628,2012,2,6,June,28,4,Thursday,26,False
2012-06-29,20120629,2012,2,6,June,29,5,Friday,26,False
2012-06-30,20120630,2012,2,6,June,30,6,Saturday,26,True
2012-07-01,20120701,2012,3,7,July,1,7,Sunday,26,True
2012-07-02,20120702,2012,3,7,July,2,1,Monday,27,False
2012-07-03,20120703,2012,3,7,July,3,2,Tuesday,27,False
2012-07-04,20120704,2012,3,7,July,4,3,Wednesday,27,False
2012-07-05,20120705,2012,3,7,July,5,4,Thursday,27,False
2012-07-06,20120706,2012,3,7,July,6,5,Friday,27,False
2012-07-07,20120707,2012,3,7,July,7,6,Saturday,27,True
2012-07-08,20120708,2012,3,7,July,8,7,Sunday,27,True
2012-07-09,20120709,2012,3,7,July,9,1,Monday,28,False
2012-07-10,20120710,2012,3,7,July,10,2,Tuesday,28,False
2012-07-11,20120711,2012,3,7,July,11,3,Wednesday,28,False
2012-07-12,20120712,2012,3,7,July,12,4,Thursday,28,False
2012-07-13,20120713,2012,3,7,July,13,5,Friday,28,False
2012-07-14,20120714,2012,3,7,July,14,6,Saturday,28,True
2012-07-15,20120715,2012,3,7,July,15,7,Sunday,28,True
2012-07-16,20120716,2012,3,7,July,16,1,Monday,29,False
2012-07-17,20120717,2012,3,7,July,17,2,Tuesday,29,False
2012-07-18,20120718,2012,3,7,July,18,3,Wednesday,29,False
2012-07-19,20120719,2012,3,7,July,19,4,Thursday,29,False
2012-07-20,20120720,2012,3,7,July,20,5,Friday,29,False
2012-07-21,20120721,2012,3,7,July,21,6,Saturday,29,True
2012-07-22,20120722,2012,3,7,July,22,7,Sunday,29,True
2012-07-23,20120723,2012,3,7,July,23,1,Monday,30,False
2012-07-24,20120724,2012,3,7,July,24,2,Tuesday,30,False
2012-07-25,20120725,2012,3,7,July,25,3,Wednesday,30,False
2012-07-26,20120726,2012,3,7,July,26,4,Thursday,30,False
2012-07-27,20120727,2012,3,7,July,27,5,Friday,30,False
2012-07-28,20120728,2012,3,7,July,28,6,Saturday,30,True
2012-07-29,20120729,2012,3,7,July,29,7,Sunday,30,True
2012-07-30,20120730,2012,3,7,July,30,1,Monday,31,False
2012-07-31,20120731,2012,3,7,July,31,2,Tuesday,31,False
2012-08-01,20120801,2012,3,8,August,1,3,Wednesday,31,False
2012-08-02,20120802,2012,3,8,August,2,4,Thursday,31,False
2012-08-03,20120803,2012,3,8,August,3,5,Friday,31,False
2012-08-04,20120804,2012,3,8,August,4,6,Saturday,31,True
2012-08-05,20120805,2012,3,8,August,5,7,Sunday,31,True
2012-08-06,20120806,2012,3,8,August,6,1,Monday,32,False
2012-08-07,20120807,2012,3,8,August,7,2,Tuesday,32,False
2012-08-08,20120808,2012,3,8,August,8,3,Wednesday,32,False
2012-08-09,20120809,2012,3,8,August,9,4,Thursday,32,False
2012-08-10,20120810,2012,3,8,August,10,5,Friday,32,False
2012-08-11,20120811,2012,3,8,August,11,6,Saturday,32,True
2012-08-12,20120812,2012,3,8,August,12,7,Sunday,32,True
2012-08-13,20120813,2012,3,8,August,13,1,Monday,33,False
2012-08-14,20120814,2012,3,8,August,14,2,Tuesday,33,False
2012-08-15,20120815,2012,3,8,August,15,3,Wednesday,33,False
2012-08-16,20120816,2012,3,8,August,16,4,Thursday,33,False
2012-08-17,20120817,2012,3,8,August,17,5,Friday,33,False
2012-08-18,20120818,2012,3,8,August,18,6,Saturday,33,True
2012-08-19,20120819,2012,3,8,August,19,7,Sunday,33,True
2012-08-20,20120820,2012,3,8,August,20,1,Monday,34,False
2012-08-21,20120821,2012,3,8,August,21,2,Tuesday,34,False
2012-08-22,20120822,2012,3,8,August,22,3,Wednesday,34,False
2012-08-23,20120823,2012,3,8,August,23,4,Thursday,34,False
2012-08-24,20120824,2012,3,8,August,24,5,Friday,34,False
2012-08-25,20120825,2012,3,8,August,25,6,Saturday,34,True
2012-08-26,20120826,2012,3,8,August,26,7,Sunday,34,True
2012-08-27,20120827,2012,3,8,August,27,1,Monday,35,False
2012-08-28,20120828,2012,3,8,August,28,2,Tuesday,35,False
2012-08-29,20120829,2012,3,8,August,29,3,Wednesday,35,False
2012-08-30,20120830,2012,3,8,August,30,4,Thursday,35,False
2012-08-31,20120831,2012,3,8,August,31,5,Friday,35,False
2012-09-01,20120901,2012,3,9,September,1,6,Saturday,35,True
2012-09-02,20120902,2012,3,9,September,2,7,Sunday,35,True
2012-09-03,20120903,2012,3,9,September,3,1,Monday,36,False
2012-09-04,20120904,2012,3,9,September,4,2,Tuesday,36,False
2012-09-05,20120905,2012,3,9,September,5,3,Wednesday,36,False
2012-09-06,20120906,2012,3,9,September,6,4,Thursday,36,False
2012-09-07,20120907,2012,3,9,September,7,5,Friday,36,False
2012-09-08,20120908,2012,3,9,September,8,6,Saturday,36,True
2012-09-09,20120909,2012,3,9,September,9,7,Sunday,36,True
2012-09-10,20120910,2012,3,9,September,10,1,Monday,37,False
2012-09-11,20120911,2012,3,9,September,11,2,Tuesday,37,False
2012-09-12,20120912,2012,3,9,September,12,3,Wednesday,37,False
2012-09-13,20120913,2012,3,9,September,13,4,Thursday,37,False
2012-09-14,20120914,2012,3,9,September,14,5,Friday,37,False
2012-09-15,20120915,2012,3,9,September,15,6,Saturday,37,True
2012-09-16,20120916,2012,3,9,September,16,7,Sunday,37,True
2012-09-17,20120917,2012,3,9,September,17,1,Monday,38,False
2012-09-18,20120918,2012,3,9,September,18,2,Tuesday,38,False
2012-09-19,20120919,2012,3,9,September,19,3,Wednesday,38,False
2012-09-20,20120920,2012,3,9,September,20,4,Thursday,38,False
2012-09-21,20120921,2012,3,9,September,21,5,Friday,38,False
2012-09-22,20120922,2012,3,9,September,22,6,Saturday,38,True
2012-09-23,20120923,2012,3,9,September,23,7,Sunday,38,True
2012-09-24,20120924,2012,3,9,September,24,1,Monday,39,False
2012-09-25,20120925,2012,3,9,September,25,2,Tuesday,39,False
2012-09-26,20120926,2012,3,9,September,26,3,Wednesday,39,False
2012-09-27,20120927,2012,3,9,September,27,4,Thursday,39,False
2012-09-28,20120928,2012,3,9,September,28,5,Friday,39,False
2012-09-29,20120929,2012,3,9,September,29,6,Saturday,39,True
2012-09-30,20120930,2012,3,9,September,30,7,Sunday,39,True
2012-10-01,20121001,2012,4,10,October,1,1,Monday,40,False
2012-10-02,20121002,2012,4,10,October,2,2,Tuesday,40,False
2012-10-03,20121003,2012,4,10,October,3,3,Wednesday,40,False
2012-10-04,20121004,2012,4,10,October,4,4,Thursday,40,False
2012-10-05,20121005,2012,4,10,October,5,5,Friday,40,False
2012-10-06,20121006,2012,4,10,October,6,6,Saturday,40,True
2012-10-07,20121007,2012,4,10,October,7,7,Sunday,40,True
2012-10-08,20121008,2012,4,10,October,8,1,Monday,41,False
2012-10-09,20121009,2012,4,10,October,9,2,Tuesday,41,False
2012-10-10,20121010,2012,4,10,October,10,3,Wednesday,41,False
2012-10-11,20121011,2012,4,10,October,11,4,Thursday,41,False
2012-10-12,20121012,2012,4,10,October,12,5,Friday,41,False
2012-10-13,20121013,2012,4,10,October,13,6,Saturday,41,True
2012-10-14,20121014,2012,4,10,October,14,7,Sunday,41,True
2012-10-15,20121015,2012,4,10,October,15,1,Monday,42,False
2012-10-16,20121016,2012,4,10,October,16,2,Tuesday,42,False
2012-10-17,20121017,2012,4,10,October,17,3,Wednesday,42,False
2012-10-18,20121018,2012,4,10,October,18,4,Thursday,42,False
2012-10-19,20121019,2012,4,10,October,19,5,Friday,42,False
2012-10-20,20121020,2012,4,10,October,20,6,Saturday,42,True
2012-10-21,20121021,2012,4,10,October,21,7,Sunday,42,True
2012-10-22,20121022,2012,4,10,October,22,1,Monday,43,False
2012-10-23,20121023,2012,4,10,October,23,2,Tuesday,43,False
2012-10-24,20121024,2012,4,10,October,24,3,Wednesday,43,False
2012-10-25,20121025,2012,4,10,October,25,4,Thursday,43,False
2012-10-26,20121026,2012,4,10,October,26,5,Friday,43,False
2012-10-27,20121027,2012,4,10,October,27,6,Saturday,43,True
2012-10-28,20121028,2012,4,10,October,28,7,Sunday,43,True
2012-10-29,20121029,2012,4,10,October,29,1,Monday,44,False
2012-10-30,20121030,2012,4,10,October,30,2,Tuesday,44,False
2012-10-31,20121031,2012,4,10,October,31,3,Wednesday,44,False
2012-11-01,20121101,2012,4,11,November,1,4,Thursday,44,False
2012-11-02,20121102,2012,4,11,November,2,5,Friday,44,False
2012-11-03,20121103,2012,4,11,November,3,6,Saturday,44,True
2012-11-04,20121104,2012,4,11,November,4,7,Sunday,44,True
2012-11-05,20121105,2012,4,11,November,5,1,Monday,45,False
2012-11-06,20121106,2012,4,11,November,6,2,Tuesday,45,False
2012-11-07,20121107,2012,4,11,November,7,3,Wednesday,45,False
2012-11-08,20121108,2012,4,11,November,8,4,Thursday,45,False
2012-11-09,20121109,2012,4,11,November,9,5,Friday,45,False
2012-11-10,20121110,2012,4,11,November,10,6,Saturday,45,True
2012-11-11,20121111,2012,4,11,November,11,7,Sunday,45,True
2012-11-12,20121112,2012,4,11,November,12,1,Monday,46,False
2012-11-13,20121113,2012,4,11,November,13,2,Tuesday,46,False
2012-11-14,20121114,2012,4,11,November,14,3,Wednesday,46,False
2012-11-15,20121115,2012,4,11,November,15,4,Thursday,46,False
2012-11-16,20121116,2012,4,11,November,16,5,Friday,46,False
2012-11-17,20121117,2012,4,11,November,17,6,Saturday,46,True
2012-11-18,20121118,2012,4,11,November,18,7,Sunday,46,True
2012-11-19,20121119,2012,4,11,November,19,1,Monday,47,False
2012-11-20,20121120,2012,4,11,November,20,2,Tuesday,47,False
2012-11-21,20121121,2012,4,11,November,21,3,Wednesday,47,False
2012-11-22,20121122,2012,4,11,November,22,4,Thursday,47,False
2012-11-23,20121123,2012,4,11,November,23,5,Friday,47,False
2012-11-24,20121124,2012,4,11,November,24,6,Saturday,47,True
2012-11-25,20121125,2012,4,11,November,25,7,Sunday,47,True
2012-11-26,20121126,2012,4,11,November,26,1,Monday,48,False
2012-11-27,20121127,2012,4,11,November,27,2,Tuesday,48,False
2012-11-28,20121128,2012,4,11,November,28,3,Wednesday,48,False
2012-11-29,20121129,2012,4,11,November,29,4,Thursday,48,False
2012-11-30,20121130,2012,4,11,November,30,5,Friday,48,False
2012-12-01,20121201,2012,4,12,December,1,6,Saturday,48,True
2012-12-02,20121202,2012,4,12,December,2,7,Sunday,48,True
2012-12-03,20121203,2012,4,12,December,3,1,Monday,49,False
2012-12-04,20121204,2012,4,12,December,4,2,Tuesday,49,False
2012-12-05,20121205,2012,4,12,December,5,3,Wednesday,49,False
2012-12-06,20121206,2012,4,12,December,6,4,Thursday,49,False
2012-12-07,20121207,2012,4,12,December,7,5,Friday,49,False
2012-12-08,20121208,2012,4,12,December,8,6,Saturday,49,True
2012-12-09,20121209,2012,4,12,December,9,7,Sunday,49,True
2012-12-10,20121210,2012,4,12,December,10,1,Monday,50,False
2012-12-11,20121211,2012,4,12,December,11,2,Tuesday,50,False
2012-12-12,20121212,2012,4,12,December,12,3,Wednesday,50,False
2012-12-13,20121213,2012,4,12,December,13,4,Thursday,50,False
2012-12-14,20121214,2012,4,12,December,14,5,Friday,50,False
2012-12-15,20121215,2012,4,12,December,15,6,Saturday,50,True
2012-12-16,20121216,2012,4,12,December,16,7,Sunday,50,True
2012-12-17,20121217,2012,4,12,December,17,1,Monday,51,False
2012-12-18,20121218,2012,4,12,December,18,2,Tuesday,51,False
2012-12-19,20121219,2012,4,12,December,19,3,Wednesday,51,False
2012-12-20,20121220,2012,4,12,December,20,4,Thursday,51,False
2012-12-21,20121221,2012,4,12,December,21,5,Friday,51,False
2012-12-22,20121222,2012,4,12,December,22,6,Saturday,51,True
2012-12-23,20121223,2012,4,12,December,23,7,Sunday,51,True
2012-12-24,20121224,2012,4,12,December,24,1,Monday,52,False
2012-12-25,20121225,2012,4,12,December,25,2,Tuesday,52,False
2012-12-26,20121226,2012,4,12,December,26,3,Wednesday,52,False
2012-12-27,20121227,2012,4,12,December,27,4,Thursday,52,False
2012-12-28,20121228,2012,4,12,December,28,5,Friday,52,False
2012-12-29,20121229,2012,4,12,December,29,6,Saturday,52,True
2012-12-30,20121230,2012,4,12,December,30,7,Sunday,52,True
2012-12-31,20121231,2012,4,12,December,31,1,Monday,1,False
2013-01-01,20130101,2013,1,1,January,1,2,Tuesday,1,False
2013-01-02,20130102,2013,1,1,January,2,3,Wednesday,1,False
2013-01-03,20130103,2013,1,1,January,3,4,Thursday,1,False
2013-01-04,20130104,2013,1,1,January,4,5,Friday,1,False
2013-01-05,20130105,2013,1,1,January,5,6,Saturday,1,True
2013-01-06,20130106,2013,1,1,January,6,7,Sunday,1,True
2013-01-07,20130107,2013,1,1,January,7,1,Monday,2,False
2013-01-08,20130108,2013,1,1,January,8,2,Tuesday,2,False
2013-01-09,20130109,2013,1,1,January,9,3,Wednesday,2,False
2013-01-10,20130110,2013,1,1,January,10,4,Thursday,2,False
2013-01-11,20130111,2013,1,1,January,11,5,Friday,2,False
2013-01-12,20130112,2013,1,1,January,12,6,Saturday,2,True
2013-01-13,20130113,2013,1,1,January,13,7,Sunday,2,True
2013-01-14,20130114,2013,1,1,January,14,1,Monday,3,False
2013-01-15,20130115,2013,1,1,January,15,2,Tuesday,3,False
2013-01-16,20130116,2013,1,1,January,16,3,Wednesday,3,False
2013-01-17,20130117,2013,1,1,January,17,4,Thursday,3,False
2013-01-18,20130118,2013,1,1,January,18,5,Friday,3,False
2013-01-19,20130119,2013,1,1,January,19,6,Saturday,3,True
2013-01-20,20130120,2013,1,1,January,20,7,Sunday,3,True
2013-01-21,20130121,2013,1,1,January,21,1,Monday,4,False
2013-01-22,20130122,2013,1,1,January,22,2,Tuesday,4,False
2013-01-23,20130123,2013,1,1,January,23,3,Wednesday,4,False
2013-01-24,20130124,2013,1,1,January,24,4,Thursday,4,False
2013-01-25,20130125,2013,1,1,January,25,5,Friday,4,False
2013-01-26,20130126,2013,1,1,January,26,6,Saturday,4,True
2013-01-27,20130127,2013,1,1,January,27,7,Sunday,4,True
2013-01-28,20130128,2013,1,1,January,28,1,Monday,5,False
2013-01-29,20130129,2013,1,1,January,29,2,Tuesday,5,False
2013-01-30,20130130,2013,1,1,January,30,3,Wednesday,5,False
2013-01-31,20130131,2013,1,1,January,31,4,Thursday,5,False
2013-02-01,20130201,2013,1,2,February,1,5,Friday,5,False
2013-02-02,20130202,2013,1,2,February,2,6,Saturday,5,True
2013-02-03,20130203,2013,1,2,February,3,7,Sunday,5,True
2013-02-04,20130204,2013,1,2,February,4,1,Monday,6,False
2013-02-05,20130205,2013,1,2,February,5,2,Tuesday,6,False
2013-02-06,20130206,2013,1,2,February,6,3,Wednesday,6,False
2013-02-07,20130207,2013,1,2,February,7,4,Thursday,6,False
2013-02-08,20130208,2013,1,2,February,8,5,Friday,6,False
2013-02-09,20130209,2013,1,2,February,9,6,Saturday,6,True
2013-02-10,20130210,2013,1,2,February,10,7,Sunday,6,True
2013-02-11,20130211,2013,1,2,February,11,1,Monday,7,False
2013-02-12,20130212,2013,1,2,February,12,2,Tuesday,7,False
2013-02-13,20130213,2013,1,2,February,13,3,Wednesday,7,False
2013-02-14,20130214,2013,1,2,February,14,4,Thursday,7,False
2013-02-15,20130215,2013,1,2,February,15,5,Friday,7,False
2013-02-16,20130216,2013,1,2,February,16,6,Saturday,7,True
2013-02-17,20130217,2013,1,2,February,17,7,Sunday,7,True
2013-02-18,20130218,2013,1,2,February,18,1,Monday,8,False
2013-02-19,20130219,2013,1,2,February,19,2,Tuesday,8,False
2013-02-20,20130220,2013,1,2,February,20,3,Wednesday,8,False
2013-02-21,20130221,2013,1,2,February,21,4,Thursday,8,False
2013-02-22,20130222,2013,1,2,February,22,5,Friday,8,False
2013-02-23,20130223,2013,1,2,February,23,6,Saturday,8,True
2013-02-24,20130224,2013,1,2,February,24,7,Sunday,8,True
2013-02-25,20130225,2013,1,2,February,25,1,Monday,9,False
2013-02-26,20130226,2013,1,2,February,26,2,Tuesday,9,False
2013-02-27,20130227,2013,1,2,February,27,3,Wednesday,9,False
2013-02-28,20130228,2013,1,2,February,28,4,Thursday,9,False
2013-03-01,20130301,2013,1,3,March,1,5,Friday,9,False
2013-03-02,20130302,2013,1,3,March,2,6,Saturday,9,True
2013-03-03,20130303,2013,1,3,March,3,7,Sunday,9,True
2013-03-04,20130304,2013,1,3,March,4,1,Monday,10,False
2013-03-05,20130305,2013,1,3,March,5,2,Tuesday,10,False
2013-03-06,20130306,2013,1,3,March,6,3,Wednesday,10,False
2013-03-07,20130307,2013,1,3,March,7,4,Thursday,10,False
2013-03-08,20130308,2013,1,3,March,8,5,Friday,10,False
2013-03-09,20130309,2013,1,3,March,9,6,Saturday,10,True
2013-03-10,20130310,2013,1,3,March,10,7,Sunday,10,True
2013-03-11,20130311,2013,1,3,March,11,1,Monday,11,False
2013-03-12,20130312,2013,1,3,March,12,2,Tuesday,11,False
2013-03-13,20130313,2013,1,3,March,13,3,Wednesday,11,False
2013-03-14,20130314,2013,1,3,March,14,4,Thursday,11,False
2013-03-15,20130315,2013,1,3,March,15,5,Friday,11,False
2013-03-16,20130316,2013,1,3,March,16,6,Saturday,11,True
2013-03-17,20130317,2013,1,3,March,17,7,Sunday,11,True
2013-03-18,20130318,2013,1,3,March,18,1,Monday,12,False
2013-03-19,20130319,2013,1,3,March,19,2,Tuesday,12,False
2013-03-20,20130320,2013,1,3,March,20,3,Wednesday,12,False
2013-03-21,20130321,2013,1,3,March,21,4,Thursday,12,False
2013-03-22,20130322,2013,1,3,March,22,5,Friday,12,False
2013-03-23,20130323,2013,1,3,March,23,6,Saturday,12,True
2013-03-24,20130324,2013,1,3,March,24,7,Sunday,12,True
2013-03-25,20130325,2013,1,3,March,25,1,Monday,13,False
2013-03-26,20130326,2013,1,3,March,26,2,Tuesday,13,False
2013-03-27,20130327,2013,1,3,March,27,3,Wednesday,13,False
2013-03-28,20130328,2013,1,3,March,28,4,Thursday,13,False
2013-03-29,20130329,2013,1,3,March,29,5,Friday,13,False
2013-03-30,20130330,2013,1,3,March,30,6,Saturday,13,True
2013-03-31,20130331,2013,1,3,March,31,7,Sunday,13,True
2013-04-01,20130401,2013,2,4,April,1,1,Monday,14,False
2013-04-02,20130402,2013,2,4,April,2,2,Tuesday,14,False
2013-04-03,20130403,2013,2,4,April,3,3,Wednesday,14,False
2013-04-04,20130404,2013,2,4,April,4,4,Thursday,14,False
2013-04-05,20130405,2013,2,4,April,5,5,Friday,14,False
2013-04-06,20130406,2013,2,4,April,6,6,Saturday,14,True
2013-04-07,20130407,2013,2,4,April,7,7,Sunday,14,True
2013-04-08,20130408,2013,2,4,April,8,1,Monday,15,False
2013-04-09,20130409,2013,2,4,April,9,2,Tuesday,15,False
2013-04-10,20130410,2013,2,4,April,10,3,Wednesday,15,False
2013-04-11,20130411,2013,2,4,April,11,4,Thursday,15,False
2013-04-12,20130412,2013,2,4,April,12,5,Friday,15,False
