sales_sk,order_number,customer_sk,product_sk,geography_sk,order_date_key,ship_date_key,due_date_key,sales_amount,quantity,price
17996,SO56713,18238,326,5.0,20130424,20130501,20130506,25.0,1,25.0
17997,SO56713,18238,271,5.0,20130424,20130501,20130506,2.0,1,2.0
17998,SO56714,11194,331,5.0,20130424,20130501,20130506,33.0,1,33.0
17999,SO56714,11194,271,5.0,20130424,20130501,20130506,2.0,1,2.0
18000,SO56715,6934,331,4.0,20130424,20130501,20130506,33.0,1,33.0
18001,SO56715,6934,320,4.0,20130424,20130501,20130506,4.0,1,4.0
18002,SO56715,6934,254,4.0,20130424,20130501,20130506,24.0,1,24.0
18003,SO56716,15375,327,5.0,20130424,20130501,20130506,30.0,1,30.0
18004,SO56717,8175,327,4.0,20130424,20130501,20130506,30.0,1,30.0
18005,SO56717,8175,319,4.0,20130424,20130501,20130506,5.0,1,5.0
18006,SO56718,6008,269,,20130424,20130501,20130506,10.0,1,10.0
18007,SO56718,6008,268,,20130424,20130501,20130506,5.0,1,5.0
18008,SO56718,6008,278,,20130424,20130501,20130506,55.0,1,55.0
18009,SO56719,8387,327,4.0,20130424,20130501,20130506,30.0,1,30.0
18010,SO56720,6437,269,,20130424,20130501,20130506,10.0,1,10.0
18011,SO56720,6437,268,,20130424,20130501,20130506,5.0,1,5.0
18012,SO56721,1726,266,5.0,20130424,20130501,20130506,70.0,1,70.0
18013,SO56722,9611,267,4.0,20130424,20130501,20130506,70.0,1,70.0
18014,SO56722,9611,282,4.0,20130424,20130501,20130506,54.0,1,54.0
18015,SO56723,5643,265,4.0,20130424,20130501,20130506,70.0,1,70.0
18016,SO56723,5643,273,4.0,20130424,20130501,20130506,9.0,1,9.0
18017,SO56724,16248,268,5.0,20130424,20130501,20130506,5.0,1,5.0
18018,SO56725,5256,265,,20130424,20130501,20130506,70.0,1,70.0
18019,SO56725,5256,25,,20130424,20130501,20130506,50.0,1,50.0
18020,SO56726,10968,319,2.0,20130424,20130501,20130506,5.0,1,5.0
18021,SO56727,13692,276,2.0,20130424,20130501,20130506,22.0,1,22.0
18022,SO56728,12137,276,3.0,20130424,20130501,20130506,22.0,1,22.0
18023,SO56728,12137,13,3.0,20130424,20130501,20130506,35.0,1,35.0
18024,SO56729,8406,268,3.0,20130424,20130501,20130506,5.0,1,5.0
18025,SO56729,8406,13,3.0,20130424,20130501,20130506,35.0,1,35.0
18026,SO56730,10026,16,1.0,20130424,20130501,20130506,9.0,1,9.0
18027,SO56730,10026,320,1.0,20130424,20130501,20130506,4.0,1,4.0
18028,SO56731,5052,268,3.0,20130424,20130501,20130506,5.0,1,5.0
18029,SO56731,5052,256,3.0,20130424,20130501,20130506,24.0,1,24.0
18030,SO56732,5175,329,1.0,20130424,20130501,20130506,21.0,1,21.0
18031,SO56732,5175,271,1.0,20130424,20130501,20130506,2.0,1,2.0
18032,SO56733,4732,332,1.0,20130424,20130501,20130506,29.0,1,29.0
18033,SO56733,4732,321,1.0,20130424,20130501,20130506,5.0,1,5.0
18034,SO56733,4732,8,1.0,20130424,20130501,20130506,35.0,1,35.0
18035,SO56734,16811,328,4.0,20130424,20130501,20130506,35.0,1,35.0
18036,SO56734,16811,319,4.0,20130424,20130501,20130506,5.0,1,5.0
18037,SO56734,16811,8,4.0,20130424,20130501,20130506,35.0,1,35.0
18038,SO56735,16340,276,4.0,20130424,20130501,20130506,22.0,1,22.0
18039,SO56735,16340,268,4.0,20130424,20130501,20130506,5.0,1,5.0
18040,SO56735,16340,269,4.0,20130424,20130501,20130506,10.0,1,10.0
18041,SO56736,15318,276,4.0,20130424,20130501,20130506,22.0,1,22.0
18042,SO56736,15318,5,4.0,20130424,20130501,20130506,35.0,1,35.0
18043,SO56736,15318,279,4.0,20130424,20130501,20130506,54.0,1,54.0
18044,SO56737,14369,269,3.0,20130424,20130501,20130506,10.0,1,10.0
18045,SO56737,14369,268,3.0,20130424,20130501,20130506,5.0,1,5.0
18046,SO56738,15323,150,4.0,20130424,20130501,20130506,2295.0,1,2295.0
18047,SO56738,15323,276,4.0,20130424,20130501,20130506,22.0,1,22.0
18048,SO56738,15323,5,4.0,20130424,20130501,20130506,35.0,1,35.0
18049,SO56739,16968,144,4.0,20130424,20130501,20130506,2320.0,1,2320.0
18050,SO56739,16968,276,4.0,20130424,20130501,20130506,22.0,1,22.0
18051,SO56739,16968,13,4.0,20130424,20130501,20130506,35.0,1,35.0
18052,SO56740,16984,146,4.0,20130424,20130501,20130506,2320.0,1,2320.0
18053,SO56741,15472,152,4.0,20130424,20130501,20130506,2295.0,1,2295.0
18054,SO56741,15472,328,4.0,20130424,20130501,20130506,35.0,1,35.0
18055,SO56741,15472,319,4.0,20130424,20130501,20130506,5.0,1,5.0
18056,SO56741,15472,8,4.0,20130424,20130501,20130506,35.0,1,35.0
18057,SO56742,15522,148,4.0,20130424,20130501,20130506,2320.0,1,2320.0
18058,SO56742,15522,276,4.0,20130424,20130501,20130506,22.0,1,22.0
18059,SO56742,15522,16,4.0,20130424,20130501,20130506,9.0,1,9.0
18060,SO56743,15152,148,4.0,20130424,20130501,20130506,2320.0,1,2320.0
18061,SO56743,15152,13,4.0,20130424,20130501,20130506,35.0,1,35.0
18062,SO56744,15596,377,3.0,20130424,20130501,20130506,742.0,1,742.0
18063,SO56744,15596,332,3.0,20130424,20130501,20130506,29.0,1,29.0
18064,SO56745,15580,356,3.0,20130424,20130501,20130506,742.0,1,742.0
18065,SO56745,15580,275,3.0,20130424,20130501,20130506,8.0,1,8.0
18066,SO56746,6354,396,6.0,20130424,20130501,20130506,540.0,1,540.0
18067,SO56746,6354,329,6.0,20130424,20130501,20130506,21.0,1,21.0
18068,SO56746,6354,320,6.0,20130424,20130501,20130506,4.0,1,4.0
18069,SO56746,6354,8,6.0,20130424,20130501,20130506,35.0,1,35.0
18070,SO56746,6354,256,6.0,20130424,20130501,20130506,24.0,1,24.0
18071,SO56747,6349,396,6.0,20130424,20130501,20130506,540.0,1,540.0
18072,SO56747,6349,329,6.0,20130424,20130501,20130506,21.0,1,21.0
18073,SO56747,6349,271,6.0,20130424,20130501,20130506,2.0,1,2.0
18074,SO56747,6349,274,6.0,20130424,20130501,20130506,120.0,1,120.0
18075,SO56748,1121,353,6.0,20130424,20130501,20130506,2384.0,1,2384.0
18076,SO56748,1121,332,6.0,20130424,20130501,20130506,29.0,1,29.0
18077,SO56748,1121,321,6.0,20130424,20130501,20130506,5.0,1,5.0
18078,SO56748,1121,5,6.0,20130424,20130501,20130506,35.0,1,35.0
18079,SO56749,952,364,6.0,20130424,20130501,20130506,2384.0,1,2384.0
18080,SO56749,952,268,6.0,20130424,20130501,20130506,5.0,1,5.0
18081,SO56749,952,270,6.0,20130424,20130501,20130506,9.0,1,9.0
18082,SO56749,952,280,6.0,20130424,20130501,20130506,54.0,1,54.0
18083,SO56750,9697,169,6.0,20130424,20130501,20130506,2443.0,1,2443.0
18084,SO56750,9697,270,6.0,20130424,20130501,20130506,9.0,1,9.0
18085,SO56750,9697,268,6.0,20130424,20130501,20130506,5.0,1,5.0
18086,SO56750,9697,5,6.0,20130424,20130501,20130506,35.0,1,35.0
18087,SO56750,9697,254,6.0,20130424,20130501,20130506,24.0,1,24.0
18088,SO56751,15146,152,6.0,20130424,20130501,20130506,2295.0,1,2295.0
18089,SO56752,18095,146,6.0,20130424,20130501,20130506,2320.0,1,2320.0
18090,SO56752,18095,278,6.0,20130424,20130501,20130506,55.0,1,55.0
18091,SO56753,4808,395,4.0,20130424,20130501,20130506,540.0,1,540.0
18092,SO56753,4808,329,4.0,20130424,20130501,20130506,21.0,1,21.0
18093,SO56753,4808,271,4.0,20130424,20130501,20130506,2.0,1,2.0
18094,SO56753,4808,277,4.0,20130424,20130501,20130506,159.0,1,159.0
18095,SO56754,10465,181,4.0,20130424,20130501,20130506,1120.0,1,1120.0
18096,SO56754,10465,320,4.0,20130424,20130501,20130506,4.0,1,4.0
18097,SO56754,10465,330,4.0,20130424,20130501,20130506,25.0,1,25.0
18098,SO56754,10465,28,4.0,20130424,20130501,20130506,50.0,1,50.0
18099,SO56755,9986,177,4.0,20130424,20130501,20130506,1120.0,1,1120.0
18100,SO56755,9986,13,4.0,20130424,20130501,20130506,35.0,1,35.0
18101,SO56756,8982,181,3.0,20130424,20130501,20130506,1120.0,1,1120.0
18102,SO56756,8982,330,3.0,20130424,20130501,20130506,25.0,1,25.0
18103,SO56756,8982,320,3.0,20130424,20130501,20130506,4.0,1,4.0
18104,SO56756,8982,5,3.0,20130424,20130501,20130506,35.0,1,35.0
18105,SO56756,8982,16,3.0,20130424,20130501,20130506,9.0,1,9.0
18106,SO56757,6729,179,6.0,20130425,20130502,20130507,1120.0,1,1120.0
18107,SO56757,6729,330,6.0,20130425,20130502,20130507,25.0,1,25.0
18108,SO56757,6729,320,6.0,20130425,20130502,20130507,4.0,1,4.0
18109,SO56758,18134,146,2.0,20130425,20130502,20130507,2320.0,1,2320.0
18110,SO56758,18134,276,2.0,20130425,20130502,20130507,22.0,1,22.0
18111,SO56758,18134,25,2.0,20130425,20130502,20130507,50.0,1,50.0
18112,SO56758,18134,272,2.0,20130425,20130502,20130507,9.0,1,9.0
18113,SO56759,15076,16,4.0,20130425,20130502,20130507,9.0,1,9.0
18114,SO56760,5289,320,6.0,20130425,20130502,20130507,4.0,1,4.0
18115,SO56760,5289,329,6.0,20130425,20130502,20130507,21.0,1,21.0
18116,SO56760,5289,8,6.0,20130425,20130502,20130507,35.0,1,35.0
18117,SO56760,5289,254,6.0,20130425,20130502,20130507,24.0,1,24.0
18118,SO56761,7753,319,6.0,20130425,20130502,20130507,5.0,1,5.0
18119,SO56761,7753,13,6.0,20130425,20130502,20130507,35.0,1,35.0
18120,SO56762,1303,269,6.0,20130425,20130502,20130507,10.0,1,10.0
18121,SO56762,1303,268,6.0,20130425,20130502,20130507,5.0,1,5.0
18122,SO56762,1303,274,6.0,20130425,20130502,20130507,120.0,1,120.0
18123,SO56763,9488,385,1.0,20130425,20130502,20130507,565.0,1,565.0
18124,SO56763,9488,13,1.0,20130425,20130502,20130507,35.0,1,35.0
18125,SO56764,7085,165,3.0,20130425,20130502,20130507,2443.0,1,2443.0
18126,SO56764,7085,331,3.0,20130425,20130502,20130507,33.0,1,33.0
18127,SO56764,7085,320,3.0,20130425,20130502,20130507,4.0,1,4.0
18128,SO56764,7085,8,3.0,20130425,20130502,20130507,35.0,1,35.0
18129,SO56765,17966,25,4.0,20130425,20130502,20130507,50.0,1,50.0
18130,SO56765,17966,16,4.0,20130425,20130502,20130507,9.0,1,9.0
18131,SO56766,117,321,4.0,20130425,20130502,20130507,5.0,1,5.0
18132,SO56767,1024,320,4.0,20130425,20130502,20130507,4.0,1,4.0
18133,SO56767,1024,330,4.0,20130425,20130502,20130507,25.0,1,25.0
18134,SO56767,1024,272,4.0,20130425,20130502,20130507,9.0,1,9.0
18135,SO56768,7711,326,4.0,20130425,20130502,20130507,25.0,1,25.0
18136,SO56768,7711,271,4.0,20130425,20130502,20130507,2.0,1,2.0
18137,SO56769,1988,326,4.0,20130425,20130502,20130507,25.0,1,25.0
18138,SO56769,1988,319,4.0,20130425,20130502,20130507,5.0,1,5.0
18139,SO56770,6981,320,4.0,20130425,20130502,20130507,4.0,1,4.0
18140,SO56770,6981,331,4.0,20130425,20130502,20130507,33.0,1,33.0
18141,SO56770,6981,8,4.0,20130425,20130502,20130507,35.0,1,35.0
18142,SO56771,16954,326,5.0,20130425,20130502,20130507,25.0,1,25.0
18143,SO56771,16954,319,5.0,20130425,20130502,20130507,5.0,1,5.0
18144,SO56771,16954,13,5.0,20130425,20130502,20130507,35.0,1,35.0
18145,SO56771,16954,16,5.0,20130425,20130502,20130507,9.0,1,9.0
18146,SO56771,16954,22,5.0,20130425,20130502,20130507,50.0,1,50.0
18147,SO56772,16824,267,5.0,20130425,20130502,20130507,70.0,1,70.0
18148,SO56772,16824,22,5.0,20130425,20130502,20130507,50.0,1,50.0
18149,SO56773,16884,266,5.0,20130425,20130502,20130507,70.0,1,70.0
18150,SO56774,12831,268,4.0,20130425,20130502,20130507,5.0,1,5.0
18151,SO56774,12831,262,4.0,20130425,20130502,20130507,64.0,1,64.0
18152,SO56775,14089,268,4.0,20130425,20130502,20130507,5.0,1,5.0
18153,SO56776,16660,276,4.0,20130425,20130502,20130507,22.0,1,22.0
18154,SO56776,16660,13,4.0,20130425,20130502,20130507,35.0,1,35.0
18155,SO56776,16660,258,4.0,20130425,20130502,20130507,24.0,1,24.0
18156,SO56777,17865,320,3.0,20130425,20130502,20130507,4.0,1,4.0
18157,SO56777,17865,331,3.0,20130425,20130502,20130507,33.0,1,33.0
18158,SO56777,17865,254,3.0,20130425,20130502,20130507,24.0,1,24.0
18159,SO56778,3770,332,1.0,20130425,20130502,20130507,29.0,1,29.0
18160,SO56778,3770,321,1.0,20130425,20130502,20130507,5.0,1,5.0
18161,SO56778,3770,278,1.0,20130425,20130502,20130507,55.0,1,55.0
18162,SO56778,3770,271,1.0,20130425,20130502,20130507,2.0,1,2.0
18163,SO56779,1212,329,1.0,20130425,20130502,20130507,21.0,1,21.0
18164,SO56779,1212,271,1.0,20130425,20130502,20130507,2.0,1,2.0
18165,SO56780,1668,321,1.0,20130425,20130502,20130507,5.0,1,5.0
18166,SO56780,1668,16,1.0,20130425,20130502,20130507,9.0,1,9.0
18167,SO56781,14315,269,3.0,20130425,20130502,20130507,10.0,1,10.0
18168,SO56781,14315,268,3.0,20130425,20130502,20130507,5.0,1,5.0
18169,SO56782,12556,276,5.0,20130425,20130502,20130507,22.0,1,22.0
18170,SO56783,15038,146,4.0,20130425,20130502,20130507,2320.0,1,2320.0
18171,SO56783,15038,276,4.0,20130425,20130502,20130507,22.0,1,22.0
18172,SO56783,15038,254,4.0,20130425,20130502,20130507,24.0,1,24.0
18173,SO56784,533,359,2.0,20130425,20130502,20130507,742.0,1,742.0
18174,SO56784,533,277,2.0,20130425,20130502,20130507,159.0,1,159.0
18175,SO56785,11361,378,6.0,20130425,20130502,20130507,769.0,1,769.0
18176,SO56785,11361,268,6.0,20130425,20130502,20130507,5.0,1,5.0
18177,SO56785,11361,280,6.0,20130425,20130502,20130507,54.0,1,54.0
18178,SO56786,10502,165,6.0,20130425,20130502,20130507,2443.0,1,2443.0
18179,SO56786,10502,8,6.0,20130425,20130502,20130507,35.0,1,35.0
18180,SO56787,9864,169,6.0,20130425,20130502,20130507,2443.0,1,2443.0
18181,SO56787,9864,270,6.0,20130425,20130502,20130507,9.0,1,9.0
18182,SO56787,9864,268,6.0,20130425,20130502,20130507,5.0,1,5.0
18183,SO56787,9864,278,6.0,20130425,20130502,20130507,55.0,1,55.0
18184,SO56788,18064,154,6.0,20130425,20130502,20130507,2295.0,1,2295.0
18185,SO56788,18064,276,6.0,20130425,20130502,20130507,22.0,1,22.0
18186,SO56788,18064,8,6.0,20130425,20130502,20130507,35.0,1,35.0
18187,SO56788,18064,254,6.0,20130425,20130502,20130507,24.0,1,24.0
18188,SO56789,17654,154,6.0,20130425,20130502,20130507,2295.0,1,2295.0
18189,SO56789,17654,276,6.0,20130425,20130502,20130507,22.0,1,22.0
18190,SO56789,17654,274,6.0,20130425,20130502,20130507,120.0,1,120.0
18191,SO56790,7652,367,4.0,20130425,20130502,20130507,2384.0,1,2384.0
18192,SO56790,7652,332,4.0,20130425,20130502,20130507,29.0,1,29.0
18193,SO56790,7652,321,4.0,20130425,20130502,20130507,5.0,1,5.0
18194,SO56790,7652,28,4.0,20130425,20130502,20130507,50.0,1,50.0
18195,SO56791,3912,396,4.0,20130425,20130502,20130507,540.0,1,540.0
18196,SO56791,3912,273,4.0,20130425,20130502,20130507,9.0,1,9.0
18197,SO56792,8976,173,3.0,20130425,20130502,20130507,1120.0,1,1120.0
18198,SO56792,8976,270,3.0,20130425,20130502,20130507,9.0,1,9.0
18199,SO56792,8976,268,3.0,20130425,20130502,20130507,5.0,1,5.0
18200,SO56792,8976,275,3.0,20130425,20130502,20130507,8.0,1,8.0
18201,SO56793,5168,397,2.0,20130425,20130502,20130507,540.0,1,540.0
18202,SO56793,5168,329,2.0,20130425,20130502,20130507,21.0,1,21.0
18203,SO56794,11736,354,2.0,20130425,20130502,20130507,2384.0,1,2384.0
18204,SO56794,11736,5,2.0,20130425,20130502,20130507,35.0,1,35.0
18205,SO56794,11736,16,2.0,20130425,20130502,20130507,9.0,1,9.0
18206,SO56795,17669,353,1.0,20130425,20130502,20130507,2384.0,1,2384.0
18207,SO56795,17669,270,1.0,20130425,20130502,20130507,9.0,1,9.0
18208,SO56795,17669,268,1.0,20130425,20130502,20130507,5.0,1,5.0
18209,SO56795,17669,254,1.0,20130425,20130502,20130507,24.0,1,24.0
18210,SO56796,8097,173,6.0,20130426,20130503,20130508,1120.0,1,1120.0
18211,SO56796,8097,13,6.0,20130426,20130503,20130508,35.0,1,35.0
18212,SO56797,17783,154,3.0,20130426,20130503,20130508,2295.0,1,2295.0
18213,SO56797,17783,328,3.0,20130426,20130503,20130508,35.0,1,35.0
18214,SO56797,17783,319,3.0,20130426,20130503,20130508,5.0,1,5.0
18215,SO56798,17413,16,5.0,20130426,20130503,20130508,9.0,1,9.0
18216,SO56799,11449,327,6.0,20130426,20130503,20130508,30.0,1,30.0
18217,SO56799,11449,319,6.0,20130426,20130503,20130508,5.0,1,5.0
18218,SO56799,11449,271,6.0,20130426,20130503,20130508,2.0,1,2.0
18219,SO56800,6415,328,6.0,20130426,20130503,20130508,35.0,1,35.0
18220,SO56801,13370,327,6.0,20130426,20130503,20130508,30.0,1,30.0
18221,SO56801,13370,319,6.0,20130426,20130503,20130508,5.0,1,5.0
18222,SO56802,14620,265,6.0,20130426,20130503,20130508,70.0,1,70.0
18223,SO56802,14620,273,6.0,20130426,20130503,20130508,9.0,1,9.0
18224,SO56803,2268,266,6.0,20130426,20130503,20130508,70.0,1,70.0
18225,SO56803,2268,281,6.0,20130426,20130503,20130508,54.0,1,54.0
18226,SO56804,12284,269,6.0,20130426,20130503,20130508,10.0,1,10.0
18227,SO56804,12284,268,6.0,20130426,20130503,20130508,5.0,1,5.0
18228,SO56804,12284,13,6.0,20130426,20130503,20130508,35.0,1,35.0
18229,SO56804,12284,282,6.0,20130426,20130503,20130508,54.0,1,54.0
18230,SO56805,10348,270,6.0,20130426,20130503,20130508,9.0,1,9.0
18231,SO56805,10348,268,6.0,20130426,20130503,20130508,5.0,1,5.0
18232,SO56806,5267,167,3.0,20130426,20130503,20130508,2443.0,1,2443.0
18233,SO56806,5267,270,3.0,20130426,20130503,20130508,9.0,1,9.0
18234,SO56806,5267,268,3.0,20130426,20130503,20130508,5.0,1,5.0
18235,SO56807,16971,271,4.0,20130426,20130503,20130508,2.0,1,2.0
18236,SO56808,7875,320,4.0,20130426,20130503,20130508,4.0,1,4.0
18237,SO56808,7875,331,4.0,20130426,20130503,20130508,33.0,1,33.0
18238,SO56809,2780,326,4.0,20130426,20130503,20130508,25.0,1,25.0
18239,SO56810,6890,331,4.0,20130426,20130503,20130508,33.0,1,33.0
18240,SO56810,6890,320,4.0,20130426,20130503,20130508,4.0,1,4.0
18241,SO56810,6890,271,4.0,20130426,20130503,20130508,2.0,1,2.0
18242,SO56811,7327,326,4.0,20130426,20130503,20130508,25.0,1,25.0
18243,SO56812,4904,319,4.0,20130426,20130503,20130508,5.0,1,5.0
18244,SO56812,4904,327,4.0,20130426,20130503,20130508,30.0,1,30.0
18245,SO56812,4904,13,4.0,20130426,20130503,20130508,35.0,1,35.0
18246,SO56813,10169,265,4.0,20130426,20130503,20130508,70.0,1,70.0
18247,SO56813,10169,281,4.0,20130426,20130503,20130508,54.0,1,54.0
18248,SO56814,16894,256,5.0,20130426,20130503,20130508,24.0,1,24.0
18249,SO56814,16894,265,5.0,20130426,20130503,20130508,70.0,1,70.0
18250,SO56815,9760,266,4.0,20130426,20130503,20130508,70.0,1,70.0
18251,SO56816,18326,268,5.0,20130426,20130503,20130508,5.0,1,5.0
18252,SO56817,12203,319,4.0,20130426,20130503,20130508,5.0,1,5.0
18253,SO56817,12203,272,4.0,20130426,20130503,20130508,9.0,1,9.0
18254,SO56818,11805,319,4.0,20130426,20130503,20130508,5.0,1,5.0
18255,SO56818,11805,271,4.0,20130426,20130503,20130508,2.0,1,2.0
18256,SO56819,16226,276,4.0,20130426,20130503,20130508,22.0,1,22.0
18257,SO56820,3574,319,5.0,20130426,20130503,20130508,5.0,1,5.0
18258,SO56820,3574,271,5.0,20130426,20130503,20130508,2.0,1,2.0
18259,SO56821,14732,276,4.0,20130426,20130503,20130508,22.0,1,22.0
18260,SO56821,14732,19,4.0,20130426,20130503,20130508,50.0,1,50.0
18261,SO56822,12144,276,3.0,20130426,20130503,20130508,22.0,1,22.0
18262,SO56822,12144,262,3.0,20130426,20130503,20130508,64.0,1,64.0
18263,SO56823,1427,266,1.0,20130426,20130503,20130508,70.0,1,70.0
18264,SO56823,1427,16,1.0,20130426,20130503,20130508,9.0,1,9.0
18265,SO56824,10775,330,1.0,20130426,20130503,20130508,25.0,1,25.0
18266,SO56825,6493,329,1.0,20130426,20130503,20130508,21.0,1,21.0
18267,SO56825,6493,271,1.0,20130426,20130503,20130508,2.0,1,2.0
18268,SO56825,6493,275,1.0,20130426,20130503,20130508,8.0,1,8.0
18269,SO56826,887,320,3.0,20130426,20130503,20130508,4.0,1,4.0
18270,SO56826,887,16,3.0,20130426,20130503,20130508,9.0,1,9.0
18271,SO56827,8622,320,2.0,20130426,20130503,20130508,4.0,1,4.0
18272,SO56828,15872,332,3.0,20130426,20130503,20130508,29.0,1,29.0
18273,SO56828,15872,321,3.0,20130426,20130503,20130508,5.0,1,5.0
18274,SO56828,15872,8,3.0,20130426,20130503,20130508,35.0,1,35.0
18275,SO56829,11822,321,3.0,20130426,20130503,20130508,5.0,1,5.0
18276,SO56829,11822,28,3.0,20130426,20130503,20130508,50.0,1,50.0
18277,SO56830,17376,319,5.0,20130426,20130503,20130508,5.0,1,5.0
18278,SO56830,17376,328,5.0,20130426,20130503,20130508,35.0,1,35.0
18279,SO56830,17376,13,5.0,20130426,20130503,20130508,35.0,1,35.0
18280,SO56831,15087,328,4.0,20130426,20130503,20130508,35.0,1,35.0
18281,SO56831,15087,319,4.0,20130426,20130503,20130508,5.0,1,5.0
18282,SO56832,11025,276,5.0,20130426,20130503,20130508,22.0,1,22.0
18283,SO56832,11025,8,5.0,20130426,20130503,20130508,35.0,1,35.0
18284,SO56833,18130,13,1.0,20130426,20130503,20130508,35.0,1,35.0
18285,SO56834,5606,167,4.0,20130426,20130503,20130508,2443.0,1,2443.0
18286,SO56834,5606,331,4.0,20130426,20130503,20130508,33.0,1,33.0
18287,SO56835,16818,150,4.0,20130426,20130503,20130508,2295.0,1,2295.0
18288,SO56835,16818,276,4.0,20130426,20130503,20130508,22.0,1,22.0
18289,SO56835,16818,272,4.0,20130426,20130503,20130508,9.0,1,9.0
18290,SO56836,16983,154,4.0,20130426,20130503,20130508,2295.0,1,2295.0
18291,SO56836,16983,319,4.0,20130426,20130503,20130508,5.0,1,5.0
18292,SO56836,16983,328,4.0,20130426,20130503,20130508,35.0,1,35.0
18293,SO56836,16983,8,4.0,20130426,20130503,20130508,35.0,1,35.0
18294,SO56837,17490,370,3.0,20130426,20130503,20130508,1215.0,1,1215.0
18295,SO56837,17490,282,3.0,20130426,20130503,20130508,54.0,1,54.0
18296,SO56838,11077,16,1.0,20130426,20130503,20130508,9.0,1,9.0
18297,SO56838,11077,368,1.0,20130426,20130503,20130508,1215.0,1,1215.0
18298,SO56839,8513,374,6.0,20130426,20130503,20130508,1701.0,1,1701.0
18299,SO56839,8513,280,6.0,20130426,20130503,20130508,54.0,1,54.0
18300,SO56840,6339,396,6.0,20130426,20130503,20130508,540.0,1,540.0
18301,SO56840,6339,329,6.0,20130426,20130503,20130508,21.0,1,21.0
18302,SO56840,6339,320,6.0,20130426,20130503,20130508,4.0,1,4.0
18303,SO56840,6339,5,6.0,20130426,20130503,20130508,35.0,1,35.0
18304,SO56841,36,375,6.0,20130426,20130503,20130508,540.0,1,540.0
18305,SO56841,36,264,6.0,20130426,20130503,20130508,64.0,1,64.0
18306,SO56842,9873,171,6.0,20130426,20130503,20130508,2443.0,1,2443.0
18307,SO56842,9873,5,6.0,20130426,20130503,20130508,35.0,1,35.0
18308,SO56843,10521,163,6.0,20130426,20130503,20130508,2443.0,1,2443.0
18309,SO56843,10521,331,6.0,20130426,20130503,20130508,33.0,1,33.0
18310,SO56843,10521,320,6.0,20130426,20130503,20130508,4.0,1,4.0
18311,SO56843,10521,271,6.0,20130426,20130503,20130508,2.0,1,2.0
18312,SO56844,10507,167,6.0,20130426,20130503,20130508,2443.0,1,2443.0
18313,SO56844,10507,268,6.0,20130426,20130503,20130508,5.0,1,5.0
18314,SO56844,10507,270,6.0,20130426,20130503,20130508,9.0,1,9.0
18315,SO56844,10507,271,6.0,20130426,20130503,20130508,2.0,1,2.0
18316,SO56845,6806,354,4.0,20130426,20130503,20130508,2384.0,1,2384.0
18317,SO56845,6806,280,4.0,20130426,20130503,20130508,54.0,1,54.0
18318,SO56846,4708,396,4.0,20130426,20130503,20130508,540.0,1,540.0
18319,SO56847,3928,395,4.0,20130426,20130503,20130508,540.0,1,540.0
18320,SO56848,10016,179,4.0,20130426,20130503,20130508,1120.0,1,1120.0
18321,SO56848,10016,279,4.0,20130426,20130503,20130508,54.0,1,54.0
18322,SO56848,10016,16,4.0,20130426,20130503,20130508,9.0,1,9.0
18323,SO56849,10471,181,2.0,20130426,20130503,20130508,1120.0,1,1120.0
18324,SO56849,10471,19,2.0,20130426,20130503,20130508,50.0,1,50.0
18325,SO56849,10471,256,2.0,20130426,20130503,20130508,24.0,1,24.0
18326,SO56850,372,365,3.0,20130426,20130503,20130508,2384.0,1,2384.0
18327,SO56850,372,270,3.0,20130426,20130503,20130508,9.0,1,9.0
18328,SO56850,372,268,3.0,20130426,20130503,20130508,5.0,1,5.0
18329,SO56850,372,5,3.0,20130426,20130503,20130508,35.0,1,35.0
18330,SO56851,5877,319,6.0,20130427,20130504,20130509,5.0,1,5.0
18331,SO56852,5879,319,6.0,20130427,20130504,20130509,5.0,1,5.0
18332,SO56852,5879,271,6.0,20130427,20130504,20130509,2.0,1,2.0
18333,SO56853,8281,321,6.0,20130427,20130504,20130509,5.0,1,5.0
18334,SO56853,8281,278,6.0,20130427,20130504,20130509,55.0,1,55.0
18335,SO56853,8281,275,6.0,20130427,20130504,20130509,8.0,1,8.0
18336,SO56854,2948,266,6.0,20130427,20130504,20130509,70.0,1,70.0
18337,SO56854,2948,273,6.0,20130427,20130504,20130509,9.0,1,9.0
18338,SO56855,16241,265,6.0,20130427,20130504,20130509,70.0,1,70.0
18339,SO56855,16241,264,6.0,20130427,20130504,20130509,64.0,1,64.0
18340,SO56856,12152,320,6.0,20130427,20130504,20130509,4.0,1,4.0
18341,SO56857,14620,275,6.0,20130427,20130504,20130509,8.0,1,8.0
18342,SO56858,6863,374,2.0,20130427,20130504,20130509,1701.0,1,1701.0
18343,SO56858,6863,8,2.0,20130427,20130504,20130509,35.0,1,35.0
18344,SO56858,6863,16,2.0,20130427,20130504,20130509,9.0,1,9.0
18345,SO56859,10131,270,6.0,20130427,20130504,20130509,9.0,1,9.0
18346,SO56860,5126,163,1.0,20130427,20130504,20130509,2443.0,1,2443.0
18347,SO56861,18390,320,4.0,20130427,20130504,20130509,4.0,1,4.0
18348,SO56861,18390,271,4.0,20130427,20130504,20130509,2.0,1,2.0
18349,SO56862,16992,25,5.0,20130427,20130504,20130509,50.0,1,50.0
18350,SO56863,1795,330,4.0,20130427,20130504,20130509,25.0,1,25.0
18351,SO56863,1795,271,4.0,20130427,20130504,20130509,2.0,1,2.0
