product_sk,product_id_nk,product_key,product_name,product_cost,product_line,start_date,end_date,cat_id,product_key_short,is_current,effective_from,effective_to,category_id,category,subcategory,maintenance
136,345,BI-MB-BK-M82S-42,Mountain-100 Silver- 42,1912.0,M,2011-07-01,2007-12-28,BI_MB,BK-M82S-42,False,2011-07-01,2007-12-28,BI_MB,Bikes,Mountain Bikes,Yes
137,346,BI-MB-BK-M82S-44,Mountain-100 Silver- 44,1912.0,M,2011-07-01,2007-12-28,BI_MB,BK-M82S-44,False,2011-07-01,2007-12-28,BI_MB,Bikes,Mountain Bikes,Yes
138,347,BI-MB-BK-M82S-48,Mountain-100 Silver- 48,1912.0,M,2011-07-01,2007-12-28,BI_MB,BK-M82S-48,False,2011-07-01,2007-12-28,BI_MB,Bikes,Mountain Bikes,Yes
139,348,BI-MB-BK-M82B-38,Mountain-100 Black- 38,1898.0,M,2011-07-01,2007-12-28,BI_MB,BK-M82B-38,False,2011-07-01,2007-12-28,BI_MB,Bikes,Mountain Bikes,Yes
140,349,BI-MB-BK-M82B-42,Mountain-100 Black- 42,1898.0,M,2011-07-01,2007-12-28,BI_MB,BK-M82B-42,False,2011-07-01,2007-12-28,BI_MB,Bikes,Mountain Bikes,Yes
141,350,BI-MB-BK-M82B-44,Mountain-100 Black- 44,1898.0,M,2011-07-01,2007-12-28,BI_MB,BK-M82B-44,False,2011-07-01,2007-12-28,BI_MB,Bikes,Mountain Bikes,Yes
142,351,BI-MB-BK-M82B-48,Mountain-100 Black- 48,1898.0,M,2011-07-01,2007-12-28,BI_MB,BK-M82B-48,False,2011-07-01,2007-12-28,BI_MB,Bikes,Mountain Bikes,Yes
143,352,BI-MB-BK-M68S-38,Mountain-200 Silver- 38,1118.0,M,2012-07-01,2008-12-27,BI_MB,BK-M68S-38,False,2012-07-01,2008-12-27,BI_MB,Bikes,Mountain Bikes,Yes
144,353,BI-MB-BK-M68S-38,Mountain-200 Silver- 38,1266.0,M,2013-07-01,,BI_MB,BK-M68S-38,True,2013-07-01,9999-12-31,BI_MB,Bikes,Mountain Bikes,Yes
145,354,BI-MB-BK-M68S-42,Mountain-200 Silver- 42,1118.0,M,2012-07-01,2008-12-27,BI_MB,BK-M68S-42,False,2012-07-01,2008-12-27,BI_MB,Bikes,Mountain Bikes,Yes
146,355,BI-MB-BK-M68S-42,Mountain-200 Silver- 42,1266.0,M,2013-07-01,,BI_MB,BK-M68S-42,True,2013-07-01,9999-12-31,BI_MB,Bikes,Mountain Bikes,Yes
147,356,BI-MB-BK-M68S-46,Mountain-200 Silver- 46,1118.0,M,2012-07-01,2008-12-27,BI_MB,BK-M68S-46,False,2012-07-01,2008-12-27,BI_MB,Bikes,Mountain Bikes,Yes
148,357,BI-MB-BK-M68S-46,Mountain-200 Silver- 46,1266.0,M,2013-07-01,,BI_MB,BK-M68S-46,True,2013-07-01,9999-12-31,BI_MB,Bikes,Mountain Bikes,Yes
149,358,BI-MB-BK-M68B-38,Mountain-200 Black- 38,1106.0,M,2012-07-01,2008-12-27,BI_MB,BK-M68B-38,False,2012-07-01,2008-12-27,BI_MB,Bikes,Mountain Bikes,Yes
150,359,BI-MB-BK-M68B-38,Mountain-200 Black- 38,1252.0,M,2013-07-01,,BI_MB,BK-M68B-38,True,2013-07-01,9999-12-31,BI_MB,Bikes,Mountain Bikes,Yes
151,360,BI-MB-BK-M68B-42,Mountain-200 Black- 42,1106.0,M,2012-07-01,2008-12-27,BI_MB,BK-M68B-42,False,2012-07-01,2008-12-27,BI_MB,Bikes,Mountain Bikes,Yes
152,361,BI-MB-BK-M68B-42,Mountain-200 Black- 42,1252.0,M,2013-07-01,,BI_MB,BK-M68B-42,True,2013-07-01,9999-12-31,BI_MB,Bikes,Mountain Bikes,Yes
153,362,BI-MB-BK-M68B-46,Mountain-200 Black- 46,1106.0,M,2012-07-01,2008-12-27,BI_MB,BK-M68B-46,False,2012-07-01,2008-12-27,BI_MB,Bikes,Mountain Bikes,Yes
154,363,BI-MB-BK-M68B-46,Mountain-200 Black- 46,1252.0,M,2013-07-01,,BI_MB,BK-M68B-46,True,2013-07-01,9999-12-31,BI_MB,Bikes,Mountain Bikes,Yes
155,364,BI-MB-BK-M47B-38,Mountain-300 Black- 38,598.0,M,2012-07-01,2008-12-27,BI_MB,BK-M47B-38,False,2012-07-01,2008-12-27,BI_MB,Bikes,Mountain Bikes,Yes
156,365,BI-MB-BK-M47B-40,Mountain-300 Black- 40,598.0,M,2012-07-01,2008-12-27,BI_MB,BK-M47B-40,False,2012-07-01,2008-12-27,BI_MB,Bikes,Mountain Bikes,Yes
157,366,BI-MB-BK-M47B-44,Mountain-300 Black- 44,598.0,M,2012-07-01,2008-12-27,BI_MB,BK-M47B-44,False,2012-07-01,2008-12-27,BI_MB,Bikes,Mountain Bikes,Yes
158,367,BI-MB-BK-M47B-48,Mountain-300 Black- 48,598.0,M,2012-07-01,2008-12-27,BI_MB,BK-M47B-48,False,2012-07-01,2008-12-27,BI_MB,Bikes,Mountain Bikes,Yes
159,368,BI-RB-BK-R89R-44,Road-250 Red- 44,1519.0,R,2012-07-01,2008-12-27,BI_RB,BK-R89R-44,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
160,369,BI-RB-BK-R89R-48,Road-250 Red- 48,1519.0,R,2012-07-01,2008-12-27,BI_RB,BK-R89R-48,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
161,370,BI-RB-BK-R89R-52,Road-250 Red- 52,1519.0,R,2012-07-01,2008-12-27,BI_RB,BK-R89R-52,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
162,371,BI-RB-BK-R89R-58,Road-250 Red- 58,1321.0,R,2012-07-01,2008-12-27,BI_RB,BK-R89R-58,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
163,372,BI-RB-BK-R89R-58,Road-250 Red- 58,1555.0,R,2013-07-01,,BI_RB,BK-R89R-58,True,2013-07-01,9999-12-31,BI_RB,Bikes,Road Bikes,Yes
164,373,BI-RB-BK-R89B-44,Road-250 Black- 44,1321.0,R,2012-07-01,2008-12-27,BI_RB,BK-R89B-44,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
165,374,BI-RB-BK-R89B-44,Road-250 Black- 44,1555.0,R,2013-07-01,,BI_RB,BK-R89B-44,True,2013-07-01,9999-12-31,BI_RB,Bikes,Road Bikes,Yes
166,375,BI-RB-BK-R89B-48,Road-250 Black- 48,1321.0,R,2012-07-01,2008-12-27,BI_RB,BK-R89B-48,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
167,376,BI-RB-BK-R89B-48,Road-250 Black- 48,1555.0,R,2013-07-01,,BI_RB,BK-R89B-48,True,2013-07-01,9999-12-31,BI_RB,Bikes,Road Bikes,Yes
168,377,BI-RB-BK-R89B-52,Road-250 Black- 52,1321.0,R,2012-07-01,2008-12-27,BI_RB,BK-R89B-52,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
169,378,BI-RB-BK-R89B-52,Road-250 Black- 52,1555.0,R,2013-07-01,,BI_RB,BK-R89B-52,True,2013-07-01,9999-12-31,BI_RB,Bikes,Road Bikes,Yes
170,379,BI-RB-BK-R89B-58,Road-250 Black- 58,1321.0,R,2012-07-01,2008-12-27,BI_RB,BK-R89B-58,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
171,380,BI-RB-BK-R89B-58,Road-250 Black- 58,1555.0,R,2013-07-01,,BI_RB,BK-R89B-58,True,2013-07-01,9999-12-31,BI_RB,Bikes,Road Bikes,Yes
172,381,BI-RB-BK-R64Y-38,Road-550-W Yellow- 38,606.0,R,2012-07-01,2008-12-27,BI_RB,BK-R64Y-38,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
173,382,BI-RB-BK-R64Y-38,Road-550-W Yellow- 38,713.0,R,2013-07-01,,BI_RB,BK-R64Y-38,True,2013-07-01,9999-12-31,BI_RB,Bikes,Road Bikes,Yes
174,383,BI-RB-BK-R64Y-40,Road-550-W Yellow- 40,606.0,R,2012-07-01,2008-12-27,BI_RB,BK-R64Y-40,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
175,384,BI-RB-BK-R64Y-40,Road-550-W Yellow- 40,713.0,R,2013-07-01,,BI_RB,BK-R64Y-40,True,2013-07-01,9999-12-31,BI_RB,Bikes,Road Bikes,Yes
176,385,BI-RB-BK-R64Y-42,Road-550-W Yellow- 42,606.0,R,2012-07-01,2008-12-27,BI_RB,BK-R64Y-42,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
177,386,BI-RB-BK-R64Y-42,Road-550-W Yellow- 42,713.0,R,2013-07-01,,BI_RB,BK-R64Y-42,True,2013-07-01,9999-12-31,BI_RB,Bikes,Road Bikes,Yes
178,387,BI-RB-BK-R64Y-44,Road-550-W Yellow- 44,606.0,R,2012-07-01,2008-12-27,BI_RB,BK-R64Y-44,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
179,388,BI-RB-BK-R64Y-44,Road-550-W Yellow- 44,713.0,R,2013-07-01,,BI_RB,BK-R64Y-44,True,2013-07-01,9999-12-31,BI_RB,Bikes,Road Bikes,Yes
180,389,BI-RB-BK-R64Y-48,Road-550-W Yellow- 48,606.0,R,2012-07-01,2008-12-27,BI_RB,BK-R64Y-48,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
181,390,BI-RB-BK-R64Y-48,Road-550-W Yellow- 48,713.0,R,2013-07-01,,BI_RB,BK-R64Y-48,True,2013-07-01,9999-12-31,BI_RB,Bikes,Road Bikes,Yes
182,391,CO-FO-FK-1639,LL Fork,66.0,,2012-07-01,2008-12-27,CO_FO,FK-1639,False,2012-07-01,2008-12-27,CO_FO,Components,Forks,Yes
183,392,CO-FO-FK-5136,ML Fork,78.0,,2012-07-01,2008-12-27,CO_FO,FK-5136,False,2012-07-01,2008-12-27,CO_FO,Components,Forks,Yes
184,393,CO-FO-FK-9939,HL Fork,102.0,,2012-07-01,2008-12-27,CO_FO,FK-9939,False,2012-07-01,2008-12-27,CO_FO,Components,Forks,Yes
185,394,CO-HS-HS-0296,LL Headset,15.0,,2012-07-01,2008-12-27,CO_HS,HS-0296,False,2012-07-01,2008-12-27,CO_HS,Components,Headsets,No
186,395,CO-HS-HS-2451,ML Headset,45.0,,2012-07-01,2008-12-27,CO_HS,HS-2451,False,2012-07-01,2008-12-27,CO_HS,Components,Headsets,No
187,396,CO-HS-HS-3479,HL Headset,55.0,,2012-07-01,2008-12-27,CO_HS,HS-3479,False,2012-07-01,2008-12-27,CO_HS,Components,Headsets,No
188,397,CO-HB-HB-M243,LL Mountain Handlebars,18.0,M,2012-07-01,2008-12-27,CO_HB,HB-M243,False,2012-07-01,2008-12-27,CO_HB,Components,Handlebars,No
189,398,CO-HB-HB-M243,LL Mountain Handlebars,20.0,M,2013-07-01,,CO_HB,HB-M243,True,2013-07-01,9999-12-31,CO_HB,Components,Handlebars,No
190,399,CO-HB-HB-M763,ML Mountain Handlebars,25.0,M,2012-07-01,2008-12-27,CO_HB,HB-M763,False,2012-07-01,2008-12-27,CO_HB,Components,Handlebars,No
191,400,CO-HB-HB-M763,ML Mountain Handlebars,27.0,M,2013-07-01,,CO_HB,HB-M763,True,2013-07-01,9999-12-31,CO_HB,Components,Handlebars,No
192,401,CO-HB-HB-M918,HL Mountain Handlebars,49.0,M,2012-07-01,2008-12-27,CO_HB,HB-M918,False,2012-07-01,2008-12-27,CO_HB,Components,Handlebars,No
193,402,CO-HB-HB-M918,HL Mountain Handlebars,53.0,M,2013-07-01,,CO_HB,HB-M918,True,2013-07-01,9999-12-31,CO_HB,Components,Handlebars,No
194,403,CO-HB-HB-R504,LL Road Handlebars,18.0,R,2012-07-01,2008-12-27,CO_HB,HB-R504,False,2012-07-01,2008-12-27,CO_HB,Components,Handlebars,No
195,404,CO-HB-HB-R504,LL Road Handlebars,20.0,R,2013-07-01,,CO_HB,HB-R504,True,2013-07-01,9999-12-31,CO_HB,Components,Handlebars,No
196,405,CO-HB-HB-R720,ML Road Handlebars,25.0,R,2012-07-01,2008-12-27,CO_HB,HB-R720,False,2012-07-01,2008-12-27,CO_HB,Components,Handlebars,No
197,406,CO-HB-HB-R720,ML Road Handlebars,27.0,R,2013-07-01,,CO_HB,HB-R720,True,2013-07-01,9999-12-31,CO_HB,Components,Handlebars,No
198,407,CO-HB-HB-R956,HL Road Handlebars,49.0,R,2012-07-01,2008-12-27,CO_HB,HB-R956,False,2012-07-01,2008-12-27,CO_HB,Components,Handlebars,No
199,408,CO-HB-HB-R956,HL Road Handlebars,53.0,R,2013-07-01,,CO_HB,HB-R956,True,2013-07-01,9999-12-31,CO_HB,Components,Handlebars,No
200,409,CO-MF-FR-M63B-38,ML Mountain Frame - Black- 38,186.0,M,2012-07-01,2008-12-27,CO_MF,FR-M63B-38,False,2012-07-01,2008-12-27,CO_MF,Components,Mountain Frames,Yes
201,410,CO-WH-FW-M423,LL Mountain Front Wheel,27.0,M,2012-07-01,2008-12-27,CO_WH,FW-M423,False,2012-07-01,2008-12-27,CO_WH,Components,Wheels,Yes
202,411,CO-WH-FW-M762,ML Mountain Front Wheel,93.0,M,2012-07-01,2008-12-27,CO_WH,FW-M762,False,2012-07-01,2008-12-27,CO_WH,Components,Wheels,Yes
203,412,CO-WH-FW-M928,HL Mountain Front Wheel,133.0,M,2012-07-01,2008-12-27,CO_WH,FW-M928,False,2012-07-01,2008-12-27,CO_WH,Components,Wheels,Yes
204,413,CO-WH-FW-R623,LL Road Front Wheel,38.0,R,2012-07-01,2008-12-27,CO_WH,FW-R623,False,2012-07-01,2008-12-27,CO_WH,Components,Wheels,Yes
205,414,CO-WH-FW-R762,ML Road Front Wheel,110.0,R,2012-07-01,2008-12-27,CO_WH,FW-R762,False,2012-07-01,2008-12-27,CO_WH,Components,Wheels,Yes
206,415,CO-WH-FW-R820,HL Road Front Wheel,147.0,R,2012-07-01,2008-12-27,CO_WH,FW-R820,False,2012-07-01,2008-12-27,CO_WH,Components,Wheels,Yes
207,416,CO-WH-FW-T905,Touring Front Wheel,97.0,T,2012-07-01,2008-12-27,CO_WH,FW-T905,False,2012-07-01,2008-12-27,CO_WH,Components,Wheels,Yes
208,417,CO-RF-FR-R72Y-38,ML Road Frame-W - Yellow- 38,300.0,R,2012-07-01,2008-12-27,CO_RF,FR-R72Y-38,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
209,418,CO-RF-FR-R72Y-38,ML Road Frame-W - Yellow- 38,361.0,R,2013-07-01,,CO_RF,FR-R72Y-38,True,2013-07-01,9999-12-31,CO_RF,Components,Road Frames,Yes
210,419,CO-WH-RW-M423,LL Mountain Rear Wheel,39.0,M,2012-07-01,2008-12-27,CO_WH,RW-M423,False,2012-07-01,2008-12-27,CO_WH,Components,Wheels,Yes
211,420,CO-WH-RW-M762,ML Mountain Rear Wheel,105.0,M,2012-07-01,2008-12-27,CO_WH,RW-M762,False,2012-07-01,2008-12-27,CO_WH,Components,Wheels,Yes
212,421,CO-WH-RW-M928,HL Mountain Rear Wheel,145.0,M,2012-07-01,2008-12-27,CO_WH,RW-M928,False,2012-07-01,2008-12-27,CO_WH,Components,Wheels,Yes
213,422,CO-WH-RW-R623,LL Road Rear Wheel,50.0,R,2012-07-01,2008-12-27,CO_WH,RW-R623,False,2012-07-01,2008-12-27,CO_WH,Components,Wheels,Yes
214,423,CO-WH-RW-R762,ML Road Rear Wheel,122.0,R,2012-07-01,2008-12-27,CO_WH,RW-R762,False,2012-07-01,2008-12-27,CO_WH,Components,Wheels,Yes
215,424,CO-WH-RW-R820,HL Road Rear Wheel,159.0,R,2012-07-01,2008-12-27,CO_WH,RW-R820,False,2012-07-01,2008-12-27,CO_WH,Components,Wheels,Yes
216,425,CO-WH-RW-T905,Touring Rear Wheel,109.0,T,2012-07-01,2008-12-27,CO_WH,RW-T905,False,2012-07-01,2008-12-27,CO_WH,Components,Wheels,Yes
217,426,CO-MF-FR-M63B-40,ML Mountain Frame - Black- 40,186.0,M,2012-07-01,2008-12-27,CO_MF,FR-M63B-40,False,2012-07-01,2008-12-27,CO_MF,Components,Mountain Frames,Yes
218,427,CO-MF-FR-M63B-44,ML Mountain Frame - Black- 44,186.0,M,2012-07-01,2008-12-27,CO_MF,FR-M63B-44,False,2012-07-01,2008-12-27,CO_MF,Components,Mountain Frames,Yes
219,428,CO-MF-FR-M63B-48,ML Mountain Frame - Black- 48,186.0,M,2012-07-01,2008-12-27,CO_MF,FR-M63B-48,False,2012-07-01,2008-12-27,CO_MF,Components,Mountain Frames,Yes
220,429,CO-RF-FR-R72Y-40,ML Road Frame-W - Yellow- 40,300.0,R,2012-07-01,2008-12-27,CO_RF,FR-R72Y-40,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
221,430,CO-RF-FR-R72Y-40,ML Road Frame-W - Yellow- 40,361.0,R,2013-07-01,,CO_RF,FR-R72Y-40,True,2013-07-01,9999-12-31,CO_RF,Components,Road Frames,Yes
222,431,CO-RF-FR-R72Y-42,ML Road Frame-W - Yellow- 42,300.0,R,2012-07-01,2008-12-27,CO_RF,FR-R72Y-42,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
223,432,CO-RF-FR-R72Y-42,ML Road Frame-W - Yellow- 42,361.0,R,2013-07-01,,CO_RF,FR-R72Y-42,True,2013-07-01,9999-12-31,CO_RF,Components,Road Frames,Yes
224,433,CO-RF-FR-R72Y-44,ML Road Frame-W - Yellow- 44,300.0,R,2012-07-01,2008-12-27,CO_RF,FR-R72Y-44,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
225,434,CO-RF-FR-R72Y-44,ML Road Frame-W - Yellow- 44,361.0,R,2013-07-01,,CO_RF,FR-R72Y-44,True,2013-07-01,9999-12-31,CO_RF,Components,Road Frames,Yes
226,435,CO-RF-FR-R72Y-48,ML Road Frame-W - Yellow- 48,300.0,R,2012-07-01,2008-12-27,CO_RF,FR-R72Y-48,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
227,436,CO-RF-FR-R72Y-48,ML Road Frame-W - Yellow- 48,361.0,R,2013-07-01,,CO_RF,FR-R72Y-48,True,2013-07-01,9999-12-31,CO_RF,Components,Road Frames,Yes
228,437,CO-RF-FR-R92B-62,HL Road Frame - Black- 62,722.0,R,2012-07-01,2008-12-27,CO_RF,FR-R92B-62,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
229,438,CO-RF-FR-R92B-62,HL Road Frame - Black- 62,869.0,R,2013-07-01,,CO_RF,FR-R92B-62,True,2013-07-01,9999-12-31,CO_RF,Components,Road Frames,Yes
230,439,CO-RF-FR-R92B-44,HL Road Frame - Black- 44,722.0,R,2012-07-01,2008-12-27,CO_RF,FR-R92B-44,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
231,440,CO-RF-FR-R92B-44,HL Road Frame - Black- 44,869.0,R,2013-07-01,,CO_RF,FR-R92B-44,True,2013-07-01,9999-12-31,CO_RF,Components,Road Frames,Yes
232,441,CO-RF-FR-R92B-48,HL Road Frame - Black- 48,722.0,R,2012-07-01,2008-12-27,CO_RF,FR-R92B-48,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
233,442,CO-RF-FR-R92B-48,HL Road Frame - Black- 48,869.0,R,2013-07-01,,CO_RF,FR-R92B-48,True,2013-07-01,9999-12-31,CO_RF,Components,Road Frames,Yes
234,443,CO-RF-FR-R92B-52,HL Road Frame - Black- 52,722.0,R,2012-07-01,2008-12-27,CO_RF,FR-R92B-52,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
235,444,CO-RF-FR-R92B-52,HL Road Frame - Black- 52,869.0,R,2013-07-01,,CO_RF,FR-R92B-52,True,2013-07-01,9999-12-31,CO_RF,Components,Road Frames,Yes
236,445,CL-SH-SH-M897-S,Men's Sports Shorts- S,25.0,S,2012-07-01,2008-12-27,CL_SH,SH-M897-S,False,2012-07-01,2008-12-27,CL_SH,Clothing,Shorts,No
237,446,AC-PA-PA-T100,Touring-Panniers- Large,52.0,T,2012-07-01,2008-12-27,AC_PA,PA-T100,False,2012-07-01,2008-12-27,AC_PA,Accessories,Panniers,No
238,447,AC-LO-LO-C100,Cable Lock,10.0,S,2012-07-01,2008-12-27,AC_LO,LO-C100,False,2012-07-01,2008-12-27,AC_LO,Accessories,Locks,Yes
239,448,AC-PU-PU-0452,Minipump,8.0,S,2012-07-01,2008-12-27,AC_PU,PU-0452,False,2012-07-01,2008-12-27,AC_PU,Accessories,Pumps,Yes
240,449,AC-PU-PU-M044,Mountain Pump,10.0,M,2012-07-01,2008-12-27,AC_PU,PU-M044,False,2012-07-01,2008-12-27,AC_PU,Accessories,Pumps,Yes
241,450,AC-LI-LT-T990,Taillights - Battery-Powered,6.0,R,2012-07-01,2008-12-27,AC_LI,LT-T990,False,2012-07-01,2008-12-27,AC_LI,Accessories,Lights,Yes
242,451,AC-LI-LT-H902,Headlights - Dual-Beam,14.0,R,2012-07-01,2008-12-27,AC_LI,LT-H902,False,2012-07-01,2008-12-27,AC_LI,Accessories,Lights,Yes
243,452,AC-LI-LT-H903,Headlights - Weatherproof,19.0,R,2012-07-01,2008-12-27,AC_LI,LT-H903,False,2012-07-01,2008-12-27,AC_LI,Accessories,Lights,Yes
244,453,CL-SH-SH-M897-M,Men's Sports Shorts- M,25.0,S,2012-07-01,2008-12-27,CL_SH,SH-M897-M,False,2012-07-01,2008-12-27,CL_SH,Clothing,Shorts,No
245,454,CL-SH-SH-M897-L,Men's Sports Shorts- L,25.0,S,2012-07-01,2008-12-27,CL_SH,SH-M897-L,False,2012-07-01,2008-12-27,CL_SH,Clothing,Shorts,No
246,455,CL-SH-SH-M897-X,Men's Sports Shorts- XL,25.0,S,2012-07-01,2008-12-27,CL_SH,SH-M897-X,False,2012-07-01,2008-12-27,CL_SH,Clothing,Shorts,No
247,456,CL-TI-TG-W091-S,Women's Tights- S,31.0,S,2012-07-01,2008-12-27,CL_TI,TG-W091-S,False,2012-07-01,2008-12-27,CL_TI,Clothing,Tights,No
248,457,CL-TI-TG-W091-M,Women's Tights- M,31.0,S,2012-07-01,2008-12-27,CL_TI,TG-W091-M,False,2012-07-01,2008-12-27,CL_TI,Clothing,Tights,No
249,458,CL-TI-TG-W091-L,Women's Tights- L,31.0,S,2012-07-01,2008-12-27,CL_TI,TG-W091-L,False,2012-07-01,2008-12-27,CL_TI,Clothing,Tights,No
250,459,CL-BS-SB-M891-S,Men's Bib-Shorts- S,37.0,S,2012-07-01,2008-12-27,CL_BS,SB-M891-S,False,2012-07-01,2008-12-27,CL_BS,Clothing,Bib-Shorts,No
251,460,CL-BS-SB-M891-M,Men's Bib-Shorts- M,37.0,S,2012-07-01,2008-12-27,CL_BS,SB-M891-M,False,2012-07-01,2008-12-27,CL_BS,Clothing,Bib-Shorts,No
252,461,CL-BS-SB-M891-L,Men's Bib-Shorts- L,37.0,S,2012-07-01,2008-12-27,CL_BS,SB-M891-L,False,2012-07-01,2008-12-27,CL_BS,Clothing,Bib-Shorts,No
253,462,CL-GL-GL-H102-S,Half-Finger Gloves- S,10.0,S,2012-07-01,2008-12-27,CL_GL,GL-H102-S,False,2012-07-01,2008-12-27,CL_GL,Clothing,Gloves,No
254,463,CL-GL-GL-H102-S,Half-Finger Gloves- S,9.0,S,2013-07-01,,CL_GL,GL-H102-S,True,2013-07-01,9999-12-31,CL_GL,Clothing,Gloves,No
255,464,CL-GL-GL-H102-M,Half-Finger Gloves- M,10.0,S,2012-07-01,2008-12-27,CL_GL,GL-H102-M,False,2012-07-01,2008-12-27,CL_GL,Clothing,Gloves,No
256,465,CL-GL-GL-H102-M,Half-Finger Gloves- M,9.0,S,2013-07-01,,CL_GL,GL-H102-M,True,2013-07-01,9999-12-31,CL_GL,Clothing,Gloves,No
257,466,CL-GL-GL-H102-L,Half-Finger Gloves- L,10.0,S,2012-07-01,2008-12-27,CL_GL,GL-H102-L,False,2012-07-01,2008-12-27,CL_GL,Clothing,Gloves,No
258,467,CL-GL-GL-H102-L,Half-Finger Gloves- L,9.0,S,2013-07-01,,CL_GL,GL-H102-L,True,2013-07-01,9999-12-31,CL_GL,Clothing,Gloves,No
259,468,CL-GL-GL-F110-S,Full-Finger Gloves- S,16.0,M,2012-07-01,2008-12-27,CL_GL,GL-F110-S,False,2012-07-01,2008-12-27,CL_GL,Clothing,Gloves,No
260,469,CL-GL-GL-F110-M,Full-Finger Gloves- M,16.0,M,2012-07-01,2008-12-27,CL_GL,GL-F110-M,False,2012-07-01,2008-12-27,CL_GL,Clothing,Gloves,No
261,470,CL-GL-GL-F110-L,Full-Finger Gloves- L,16.0,M,2012-07-01,2008-12-27,CL_GL,GL-F110-L,False,2012-07-01,2008-12-27,CL_GL,Clothing,Gloves,No
262,471,CL-VE-VE-C304-S,Classic Vest- S,24.0,S,2013-07-01,,CL_VE,VE-C304-S,True,2013-07-01,9999-12-31,CL_VE,Clothing,Vests,No
263,472,CL-VE-VE-C304-M,Classic Vest- M,24.0,S,2013-07-01,,CL_VE,VE-C304-M,True,2013-07-01,9999-12-31,CL_VE,Clothing,Vests,No
264,473,CL-VE-VE-C304-L,Classic Vest- L,24.0,S,2013-07-01,,CL_VE,VE-C304-L,True,2013-07-01,9999-12-31,CL_VE,Clothing,Vests,No
265,474,CL-SH-SH-W890-S,Women's Mountain Shorts- S,26.0,M,2013-07-01,,CL_SH,SH-W890-S,True,2013-07-01,9999-12-31,CL_SH,Clothing,Shorts,No
266,475,CL-SH-SH-W890-M,Women's Mountain Shorts- M,26.0,M,2013-07-01,,CL_SH,SH-W890-M,True,2013-07-01,9999-12-31,CL_SH,Clothing,Shorts,No
267,476,CL-SH-SH-W890-L,Women's Mountain Shorts- L,26.0,M,2013-07-01,,CL_SH,SH-W890-L,True,2013-07-01,9999-12-31,CL_SH,Clothing,Shorts,No
268,477,AC-BC-WB-H098,Water Bottle - 30 oz.,2.0,S,2013-07-01,,AC_BC,WB-H098,True,2013-07-01,9999-12-31,AC_BC,Accessories,Bottles and Cages,No
269,478,AC-BC-BC-M005,Mountain Bottle Cage,4.0,M,2013-07-01,,AC_BC,BC-M005,True,2013-07-01,9999-12-31,AC_BC,Accessories,Bottles and Cages,No
270,479,AC-BC-BC-R205,Road Bottle Cage,3.0,R,2013-07-01,,AC_BC,BC-R205,True,2013-07-01,9999-12-31,AC_BC,Accessories,Bottles and Cages,No
271,480,AC-TT-PK-7098,Patch Kit/8 Patches,1.0,S,2013-07-01,,AC_TT,PK-7098,True,2013-07-01,9999-12-31,AC_TT,Accessories,Tires and Tubes,Yes
272,481,CL-SO-SO-R809-M,Racing Socks- M,3.0,R,2013-07-01,,CL_SO,SO-R809-M,True,2013-07-01,9999-12-31,CL_SO,Clothing,Socks,No
273,482,CL-SO-SO-R809-L,Racing Socks- L,3.0,R,2013-07-01,,CL_SO,SO-R809-L,True,2013-07-01,9999-12-31,CL_SO,Clothing,Socks,No
274,483,AC-BR-RA-H123,Hitch Rack - 4-Bike,45.0,S,2013-07-01,,AC_BR,RA-H123,True,2013-07-01,9999-12-31,AC_BR,Accessories,Bike Racks,Yes
275,484,AC-CL-CL-9009,Bike Wash - Dissolver,3.0,S,2013-07-01,,AC_CL,CL-9009,True,2013-07-01,9999-12-31,AC_CL,Accessories,Cleaners,Yes
276,485,AC-FE-FE-6654,Fender Set - Mountain,8.0,M,2013-07-01,,AC_FE,FE-6654,True,2013-07-01,9999-12-31,AC_FE,Accessories,Fenders,No
