product_id,product_key,product_name,product_cost,product_line,start_date,end_date,cat_id,product_key_short,is_current,effective_from,effective_to,category_id,category,subcategory,maintenance
347,BI-MB-BK-M82S-48,Mountain-100 Silver- 48,1912.0,M,2011-07-01,2007-12-28,BI_MB,BK-M82S-48,False,2011-07-01,2007-12-28,BI_MB,Bikes,Mountain Bikes,Yes
348,BI-MB-BK-M82B-38,Mountain-100 Black- 38,1898.0,M,2011-07-01,2007-12-28,BI_MB,BK-M82B-38,False,2011-07-01,2007-12-28,BI_MB,Bikes,Mountain Bikes,Yes
349,BI-MB-BK-M82B-42,Mountain-100 Black- 42,1898.0,M,2011-07-01,2007-12-28,BI_MB,BK-M82B-42,False,2011-07-01,2007-12-28,BI_MB,Bikes,Mountain Bikes,Yes
350,BI-MB-BK-M82B-44,Mountain-100 Black- 44,1898.0,M,2011-07-01,2007-12-28,BI_MB,BK-M82B-44,False,2011-07-01,2007-12-28,BI_MB,Bikes,Mountain Bikes,Yes
351,BI-MB-BK-M82B-48,Mountain-100 Black- 48,1898.0,M,2011-07-01,2007-12-28,BI_MB,BK-M82B-48,False,2011-07-01,2007-12-28,BI_MB,Bikes,Mountain Bikes,Yes
352,BI-MB-BK-M68S-38,Mountain-200 Silver- 38,1118.0,M,2012-07-01,2008-12-27,BI_MB,BK-M68S-38,False,2012-07-01,2008-12-27,BI_MB,Bikes,Mountain Bikes,Yes
353,BI-MB-BK-M68S-38,Mountain-200 Silver- 38,1266.0,M,2013-07-01,,BI_MB,BK-M68S-38,True,2013-07-01,9999-12-31,BI_MB,Bikes,Mountain Bikes,Yes
354,BI-MB-BK-M68S-42,Mountain-200 Silver- 42,1118.0,M,2012-07-01,2008-12-27,BI_MB,BK-M68S-42,False,2012-07-01,2008-12-27,BI_MB,Bikes,Mountain Bikes,Yes
355,BI-MB-BK-M68S-42,Mountain-200 Silver- 42,1266.0,M,2013-07-01,,BI_MB,BK-M68S-42,True,2013-07-01,9999-12-31,BI_MB,Bikes,Mountain Bikes,Yes
356,BI-MB-BK-M68S-46,Mountain-200 Silver- 46,1118.0,M,2012-07-01,2008-12-27,BI_MB,BK-M68S-46,False,2012-07-01,2008-12-27,BI_MB,Bikes,Mountain Bikes,Yes
357,BI-MB-BK-M68S-46,Mountain-200 Silver- 46,1266.0,M,2013-07-01,,BI_MB,BK-M68S-46,True,2013-07-01,9999-12-31,BI_MB,Bikes,Mountain Bikes,Yes
358,BI-MB-BK-M68B-38,Mountain-200 Black- 38,1106.0,M,2012-07-01,2008-12-27,BI_MB,BK-M68B-38,False,2012-07-01,2008-12-27,BI_MB,Bikes,Mountain Bikes,Yes
359,BI-MB-BK-M68B-38,Mountain-200 Black- 38,1252.0,M,2013-07-01,,BI_MB,BK-M68B-38,True,2013-07-01,9999-12-31,BI_MB,Bikes,Mountain Bikes,Yes
360,BI-MB-BK-M68B-42,Mountain-200 Black- 42,1106.0,M,2012-07-01,2008-12-27,BI_MB,BK-M68B-42,False,2012-07-01,2008-12-27,BI_MB,Bikes,Mountain Bikes,Yes
361,BI-MB-BK-M68B-42,Mountain-200 Black- 42,1252.0,M,2013-07-01,,BI_MB,BK-M68B-42,True,2013-07-01,9999-12-31,BI_MB,Bikes,Mountain Bikes,Yes
362,BI-MB-BK-M68B-46,Mountain-200 Black- 46,1106.0,M,2012-07-01,2008-12-27,BI_MB,BK-M68B-46,False,2012-07-01,2008-12-27,BI_MB,Bikes,Mountain Bikes,Yes
363,BI-MB-BK-M68B-46,Mountain-200 Black- 46,1252.0,M,2013-07-01,,BI_MB,BK-M68B-46,True,2013-07-01,9999-12-31,BI_MB,Bikes,Mountain Bikes,Yes
364,BI-MB-BK-M47B-38,Mountain-300 Black- 38,598.0,M,2012-07-01,2008-12-27,BI_MB,BK-M47B-38,False,2012-07-01,2008-12-27,BI_MB,Bikes,Mountain Bikes,Yes
365,BI-MB-BK-M47B-40,Mountain-300 Black- 40,598.0,M,2012-07-01,2008-12-27,BI_MB,BK-M47B-40,False,2012-07-01,2008-12-27,BI_MB,Bikes,Mountain Bikes,Yes
366,BI-MB-BK-M47B-44,Mountain-300 Black- 44,598.0,M,2012-07-01,2008-12-27,BI_MB,BK-M47B-44,False,2012-07-01,2008-12-27,BI_MB,Bikes,Mountain Bikes,Yes
367,BI-MB-BK-M47B-48,Mountain-300 Black- 48,598.0,M,2012-07-01,2008-12-27,BI_MB,BK-M47B-48,False,2012-07-01,2008-12-27,BI_MB,Bikes,Mountain Bikes,Yes
368,BI-RB-BK-R89R-44,Road-250 Red- 44,1519.0,R,2012-07-01,2008-12-27,BI_RB,BK-R89R-44,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
369,BI-RB-BK-R89R-48,Road-250 Red- 48,1519.0,R,2012-07-01,2008-12-27,BI_RB,BK-R89R-48,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
370,BI-RB-BK-R89R-52,Road-250 Red- 52,1519.0,R,2012-07-01,2008-12-27,BI_RB,BK-R89R-52,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
371,BI-RB-BK-R89R-58,Road-250 Red- 58,1321.0,R,2012-07-01,2008-12-27,BI_RB,BK-R89R-58,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
372,BI-RB-BK-R89R-58,Road-250 Red- 58,1555.0,R,2013-07-01,,BI_RB,BK-R89R-58,True,2013-07-01,9999-12-31,BI_RB,Bikes,Road Bikes,Yes
373,BI-RB-BK-R89B-44,Road-250 Black- 44,1321.0,R,2012-07-01,2008-12-27,BI_RB,BK-R89B-44,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
374,BI-RB-BK-R89B-44,Road-250 Black- 44,1555.0,R,2013-07-01,,BI_RB,BK-R89B-44,True,2013-07-01,9999-12-31,BI_RB,Bikes,Road Bikes,Yes
375,BI-RB-BK-R89B-48,Road-250 Black- 48,1321.0,R,2012-07-01,2008-12-27,BI_RB,BK-R89B-48,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
376,BI-RB-BK-R89B-48,Road-250 Black- 48,1555.0,R,2013-07-01,,BI_RB,BK-R89B-48,True,2013-07-01,9999-12-31,BI_RB,Bikes,Road Bikes,Yes
377,BI-RB-BK-R89B-52,Road-250 Black- 52,1321.0,R,2012-07-01,2008-12-27,BI_RB,BK-R89B-52,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
378,BI-RB-BK-R89B-52,Road-250 Black- 52,1555.0,R,2013-07-01,,BI_RB,BK-R89B-52,True,2013-07-01,9999-12-31,BI_RB,Bikes,Road Bikes,Yes
379,BI-RB-BK-R89B-58,Road-250 Black- 58,1321.0,R,2012-07-01,2008-12-27,BI_RB,BK-R89B-58,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
380,BI-RB-BK-R89B-58,Road-250 Black- 58,1555.0,R,2013-07-01,,BI_RB,BK-R89B-58,True,2013-07-01,9999-12-31,BI_RB,Bikes,Road Bikes,Yes
381,BI-RB-BK-R64Y-38,Road-550-W Yellow- 38,606.0,R,2012-07-01,2008-12-27,BI_RB,BK-R64Y-38,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
382,BI-RB-BK-R64Y-38,Road-550-W Yellow- 38,713.0,R,2013-07-01,,BI_RB,BK-R64Y-38,True,2013-07-01,9999-12-31,BI_RB,Bikes,Road Bikes,Yes
383,BI-RB-BK-R64Y-40,Road-550-W Yellow- 40,606.0,R,2012-07-01,2008-12-27,BI_RB,BK-R64Y-40,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
384,BI-RB-BK-R64Y-40,Road-550-W Yellow- 40,713.0,R,2013-07-01,,BI_RB,BK-R64Y-40,True,2013-07-01,9999-12-31,BI_RB,Bikes,Road Bikes,Yes
385,BI-RB-BK-R64Y-42,Road-550-W Yellow- 42,606.0,R,2012-07-01,2008-12-27,BI_RB,BK-R64Y-42,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
386,BI-RB-BK-R64Y-42,Road-550-W Yellow- 42,713.0,R,2013-07-01,,BI_RB,BK-R64Y-42,True,2013-07-01,9999-12-31,BI_RB,Bikes,Road Bikes,Yes
387,BI-RB-BK-R64Y-44,Road-550-W Yellow- 44,606.0,R,2012-07-01,2008-12-27,BI_RB,BK-R64Y-44,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
388,BI-RB-BK-R64Y-44,Road-550-W Yellow- 44,713.0,R,2013-07-01,,BI_RB,BK-R64Y-44,True,2013-07-01,9999-12-31,BI_RB,Bikes,Road Bikes,Yes
389,BI-RB-BK-R64Y-48,Road-550-W Yellow- 48,606.0,R,2012-07-01,2008-12-27,BI_RB,BK-R64Y-48,False,2012-07-01,2008-12-27,BI_RB,Bikes,Road Bikes,Yes
390,BI-RB-BK-R64Y-48,Road-550-W Yellow- 48,713.0,R,2013-07-01,,BI_RB,BK-R64Y-48,True,2013-07-01,9999-12-31,BI_RB,Bikes,Road Bikes,Yes
391,CO-FO-FK-1639,LL Fork,66.0,,2012-07-01,2008-12-27,CO_FO,FK-1639,False,2012-07-01,2008-12-27,CO_FO,Components,Forks,Yes
392,CO-FO-FK-5136,ML Fork,78.0,,2012-07-01,2008-12-27,CO_FO,FK-5136,False,2012-07-01,2008-12-27,CO_FO,Components,Forks,Yes
393,CO-FO-FK-9939,HL Fork,102.0,,2012-07-01,2008-12-27,CO_FO,FK-9939,False,2012-07-01,2008-12-27,CO_FO,Components,Forks,Yes
394,CO-HS-HS-0296,LL Headset,15.0,,2012-07-01,2008-12-27,CO_HS,HS-0296,False,2012-07-01,2008-12-27,CO_HS,Components,Headsets,No
395,CO-HS-HS-2451,ML Headset,45.0,,2012-07-01,2008-12-27,CO_HS,HS-2451,False,2012-07-01,2008-12-27,CO_HS,Components,Headsets,No
396,CO-HS-HS-3479,HL Headset,55.0,,2012-07-01,2008-12-27,CO_HS,HS-3479,False,2012-07-01,2008-12-27,CO_HS,Components,Headsets,No
397,CO-HB-HB-M243,LL Mountain Handlebars,18.0,M,2012-07-01,2008-12-27,CO_HB,HB-M243,False,2012-07-01,2008-12-27,CO_HB,Components,Handlebars,No
398,CO-HB-HB-M243,LL Mountain Handlebars,20.0,M,2013-07-01,,CO_HB,HB-M243,True,2013-07-01,9999-12-31,CO_HB,Components,Handlebars,No
399,CO-HB-HB-M763,ML Mountain Handlebars,25.0,M,2012-07-01,2008-12-27,CO_HB,HB-M763,False,2012-07-01,2008-12-27,CO_HB,Components,Handlebars,No
400,CO-HB-HB-M763,ML Mountain Handlebars,27.0,M,2013-07-01,,CO_HB,HB-M763,True,2013-07-01,9999-12-31,CO_HB,Components,Handlebars,No
401,CO-HB-HB-M918,HL Mountain Handlebars,49.0,M,2012-07-01,2008-12-27,CO_HB,HB-M918,False,2012-07-01,2008-12-27,CO_HB,Components,Handlebars,No
402,CO-HB-HB-M918,HL Mountain Handlebars,53.0,M,2013-07-01,,CO_HB,HB-M918,True,2013-07-01,9999-12-31,CO_HB,Components,Handlebars,No
403,CO-HB-HB-R504,LL Road Handlebars,18.0,R,2012-07-01,2008-12-27,CO_HB,HB-R504,False,2012-07-01,2008-12-27,CO_HB,Components,Handlebars,No
404,CO-HB-HB-R504,LL Road Handlebars,20.0,R,2013-07-01,,CO_HB,HB-R504,True,2013-07-01,9999-12-31,CO_HB,Components,Handlebars,No
405,CO-HB-HB-R720,ML Road Handlebars,25.0,R,2012-07-01,2008-12-27,CO_HB,HB-R720,False,2012-07-01,2008-12-27,CO_HB,Components,Handlebars,No
406,CO-HB-HB-R720,ML Road Handlebars,27.0,R,2013-07-01,,CO_HB,HB-R720,True,2013-07-01,9999-12-31,CO_HB,Components,Handlebars,No
407,CO-HB-HB-R956,HL Road Handlebars,49.0,R,2012-07-01,2008-12-27,CO_HB,HB-R956,False,2012-07-01,2008-12-27,CO_HB,Components,Handlebars,No
408,CO-HB-HB-R956,HL Road Handlebars,53.0,R,2013-07-01,,CO_HB,HB-R956,True,2013-07-01,9999-12-31,CO_HB,Components,Handlebars,No
409,CO-MF-FR-M63B-38,ML Mountain Frame - Black- 38,186.0,M,2012-07-01,2008-12-27,CO_MF,FR-M63B-38,False,2012-07-01,2008-12-27,CO_MF,Components,Mountain Frames,Yes
410,CO-WH-FW-M423,LL Mountain Front Wheel,27.0,M,2012-07-01,2008-12-27,CO_WH,FW-M423,False,2012-07-01,2008-12-27,CO_WH,Components,Wheels,Yes
411,CO-WH-FW-M762,ML Mountain Front Wheel,93.0,M,2012-07-01,2008-12-27,CO_WH,FW-M762,False,2012-07-01,2008-12-27,CO_WH,Components,Wheels,Yes
412,CO-WH-FW-M928,HL Mountain Front Wheel,133.0,M,2012-07-01,2008-12-27,CO_WH,FW-M928,False,2012-07-01,2008-12-27,CO_WH,Components,Wheels,Yes
413,CO-WH-FW-R623,LL Road Front Wheel,38.0,R,2012-07-01,2008-12-27,CO_WH,FW-R623,False,2012-07-01,2008-12-27,CO_WH,Components,Wheels,Yes
414,CO-WH-FW-R762,ML Road Front Wheel,110.0,R,2012-07-01,2008-12-27,CO_WH,FW-R762,False,2012-07-01,2008-12-27,CO_WH,Components,Wheels,Yes
415,CO-WH-FW-R820,HL Road Front Wheel,147.0,R,2012-07-01,2008-12-27,CO_WH,FW-R820,False,2012-07-01,2008-12-27,CO_WH,Components,Wheels,Yes
416,CO-WH-FW-T905,Touring Front Wheel,97.0,T,2012-07-01,2008-12-27,CO_WH,FW-T905,False,2012-07-01,2008-12-27,CO_WH,Components,Wheels,Yes
417,CO-RF-FR-R72Y-38,ML Road Frame-W - Yellow- 38,300.0,R,2012-07-01,2008-12-27,CO_RF,FR-R72Y-38,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
418,CO-RF-FR-R72Y-38,ML Road Frame-W - Yellow- 38,361.0,R,2013-07-01,,CO_RF,FR-R72Y-38,True,2013-07-01,9999-12-31,CO_RF,Components,Road Frames,Yes
419,CO-WH-RW-M423,LL Mountain Rear Wheel,39.0,M,2012-07-01,2008-12-27,CO_WH,RW-M423,False,2012-07-01,2008-12-27,CO_WH,Components,Wheels,Yes
420,CO-WH-RW-M762,ML Mountain Rear Wheel,105.0,M,2012-07-01,2008-12-27,CO_WH,RW-M762,False,2012-07-01,2008-12-27,CO_WH,Components,Wheels,Yes
421,CO-WH-RW-M928,HL Mountain Rear Wheel,145.0,M,2012-07-01,2008-12-27,CO_WH,RW-M928,False,2012-07-01,2008-12-27,CO_WH,Components,Wheels,Yes
422,CO-WH-RW-R623,LL Road Rear Wheel,50.0,R,2012-07-01,2008-12-27,CO_WH,RW-R623,False,2012-07-01,2008-12-27,CO_WH,Components,Wheels,Yes
423,CO-WH-RW-R762,ML Road Rear Wheel,122.0,R,2012-07-01,2008-12-27,CO_WH,RW-R762,False,2012-07-01,2008-12-27,CO_WH,Components,Wheels,Yes
424,CO-WH-RW-R820,HL Road Rear Wheel,159.0,R,2012-07-01,2008-12-27,CO_WH,RW-R820,False,2012-07-01,2008-12-27,CO_WH,Components,Wheels,Yes
425,CO-WH-RW-T905,Touring Rear Wheel,109.0,T,2012-07-01,2008-12-27,CO_WH,RW-T905,False,2012-07-01,2008-12-27,CO_WH,Components,Wheels,Yes
426,CO-MF-FR-M63B-40,ML Mountain Frame - Black- 40,186.0,M,2012-07-01,2008-12-27,CO_MF,FR-M63B-40,False,2012-07-01,2008-12-27,CO_MF,Components,Mountain Frames,Yes
427,CO-MF-FR-M63B-44,ML Mountain Frame - Black- 44,186.0,M,2012-07-01,2008-12-27,CO_MF,FR-M63B-44,False,2012-07-01,2008-12-27,CO_MF,Components,Mountain Frames,Yes
428,CO-MF-FR-M63B-48,ML Mountain Frame - Black- 48,186.0,M,2012-07-01,2008-12-27,CO_MF,FR-M63B-48,False,2012-07-01,2008-12-27,CO_MF,Components,Mountain Frames,Yes
429,CO-RF-FR-R72Y-40,ML Road Frame-W - Yellow- 40,300.0,R,2012-07-01,2008-12-27,CO_RF,FR-R72Y-40,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
430,CO-RF-FR-R72Y-40,ML Road Frame-W - Yellow- 40,361.0,R,2013-07-01,,CO_RF,FR-R72Y-40,True,2013-07-01,9999-12-31,CO_RF,Components,Road Frames,Yes
431,CO-RF-FR-R72Y-42,ML Road Frame-W - Yellow- 42,300.0,R,2012-07-01,2008-12-27,CO_RF,FR-R72Y-42,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
432,CO-RF-FR-R72Y-42,ML Road Frame-W - Yellow- 42,361.0,R,2013-07-01,,CO_RF,FR-R72Y-42,True,2013-07-01,9999-12-31,CO_RF,Components,Road Frames,Yes
433,CO-RF-FR-R72Y-44,ML Road Frame-W - Yellow- 44,300.0,R,2012-07-01,2008-12-27,CO_RF,FR-R72Y-44,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
434,CO-RF-FR-R72Y-44,ML Road Frame-W - Yellow- 44,361.0,R,2013-07-01,,CO_RF,FR-R72Y-44,True,2013-07-01,9999-12-31,CO_RF,Components,Road Frames,Yes
435,CO-RF-FR-R72Y-48,ML Road Frame-W - Yellow- 48,300.0,R,2012-07-01,2008-12-27,CO_RF,FR-R72Y-48,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
436,CO-RF-FR-R72Y-48,ML Road Frame-W - Yellow- 48,361.0,R,2013-07-01,,CO_RF,FR-R72Y-48,True,2013-07-01,9999-12-31,CO_RF,Components,Road Frames,Yes
437,CO-RF-FR-R92B-62,HL Road Frame - Black- 62,722.0,R,2012-07-01,2008-12-27,CO_RF,FR-R92B-62,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
438,CO-RF-FR-R92B-62,HL Road Frame - Black- 62,869.0,R,2013-07-01,,CO_RF,FR-R92B-62,True,2013-07-01,9999-12-31,CO_RF,Components,Road Frames,Yes
439,CO-RF-FR-R92B-44,HL Road Frame - Black- 44,722.0,R,2012-07-01,2008-12-27,CO_RF,FR-R92B-44,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
440,CO-RF-FR-R92B-44,HL Road Frame - Black- 44,869.0,R,2013-07-01,,CO_RF,FR-R92B-44,True,2013-07-01,9999-12-31,CO_RF,Components,Road Frames,Yes
441,CO-RF-FR-R92B-48,HL Road Frame - Black- 48,722.0,R,2012-07-01,2008-12-27,CO_RF,FR-R92B-48,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
442,CO-RF-FR-R92B-48,HL Road Frame - Black- 48,869.0,R,2013-07-01,,CO_RF,FR-R92B-48,True,2013-07-01,9999-12-31,CO_RF,Components,Road Frames,Yes
443,CO-RF-FR-R92B-52,HL Road Frame - Black- 52,722.0,R,2012-07-01,2008-12-27,CO_RF,FR-R92B-52,False,2012-07-01,2008-12-27,CO_RF,Components,Road Frames,Yes
444,CO-RF-FR-R92B-52,HL Road Frame - Black- 52,869.0,R,2013-07-01,,CO_RF,FR-R92B-52,True,2013-07-01,9999-12-31,CO_RF,Components,Road Frames,Yes
445,CL-SH-SH-M897-S,Men's Sports Shorts- S,25.0,S,2012-07-01,2008-12-27,CL_SH,SH-M897-S,False,2012-07-01,2008-12-27,CL_SH,Clothing,Shorts,No
446,AC-PA-PA-T100,Touring-Panniers- Large,52.0,T,2012-07-01,2008-12-27,AC_PA,PA-T100,False,2012-07-01,2008-12-27,AC_PA,Accessories,Panniers,No
447,AC-LO-LO-C100,Cable Lock,10.0,S,2012-07-01,2008-12-27,AC_LO,LO-C100,False,2012-07-01,2008-12-27,AC_LO,Accessories,Locks,Yes
448,AC-PU-PU-0452,Minipump,8.0,S,2012-07-01,2008-12-27,AC_PU,PU-0452,False,2012-07-01,2008-12-27,AC_PU,Accessories,Pumps,Yes
449,AC-PU-PU-M044,Mountain Pump,10.0,M,2012-07-01,2008-12-27,AC_PU,PU-M044,False,2012-07-01,2008-12-27,AC_PU,Accessories,Pumps,Yes
450,AC-LI-LT-T990,Taillights - Battery-Powered,6.0,R,2012-07-01,2008-12-27,AC_LI,LT-T990,False,2012-07-01,2008-12-27,AC_LI,Accessories,Lights,Yes
451,AC-LI-LT-H902,Headlights - Dual-Beam,14.0,R,2012-07-01,2008-12-27,AC_LI,LT-H902,False,2012-07-01,2008-12-27,AC_LI,Accessories,Lights,Yes
452,AC-LI-LT-H903,Headlights - Weatherproof,19.0,R,2012-07-01,2008-12-27,AC_LI,LT-H903,False,2012-07-01,2008-12-27,AC_LI,Accessories,Lights,Yes
453,CL-SH-SH-M897-M,Men's Sports Shorts- M,25.0,S,2012-07-01,2008-12-27,CL_SH,SH-M897-M,False,2012-07-01,2008-12-27,CL_SH,Clothing,Shorts,No
454,CL-SH-SH-M897-L,Men's Sports Shorts- L,25.0,S,2012-07-01,2008-12-27,CL_SH,SH-M897-L,False,2012-07-01,2008-12-27,CL_SH,Clothing,Shorts,No
455,CL-SH-SH-M897-X,Men's Sports Shorts- XL,25.0,S,2012-07-01,2008-12-27,CL_SH,SH-M897-X,False,2012-07-01,2008-12-27,CL_SH,Clothing,Shorts,No
456,CL-TI-TG-W091-S,Women's Tights- S,31.0,S,2012-07-01,2008-12-27,CL_TI,TG-W091-S,False,2012-07-01,2008-12-27,CL_TI,Clothing,Tights,No
457,CL-TI-TG-W091-M,Women's Tights- M,31.0,S,2012-07-01,2008-12-27,CL_TI,TG-W091-M,False,2012-07-01,2008-12-27,CL_TI,Clothing,Tights,No
458,CL-TI-TG-W091-L,Women's Tights- L,31.0,S,2012-07-01,2008-12-27,CL_TI,TG-W091-L,False,2012-07-01,2008-12-27,CL_TI,Clothing,Tights,No
459,CL-BS-SB-M891-S,Men's Bib-Shorts- S,37.0,S,2012-07-01,2008-12-27,CL_BS,SB-M891-S,False,2012-07-01,2008-12-27,CL_BS,Clothing,Bib-Shorts,No
460,CL-BS-SB-M891-M,Men's Bib-Shorts- M,37.0,S,2012-07-01,2008-12-27,CL_BS,SB-M891-M,False,2012-07-01,2008-12-27,CL_BS,Clothing,Bib-Shorts,No
461,CL-BS-SB-M891-L,Men's Bib-Shorts- L,37.0,S,2012-07-01,2008-12-27,CL_BS,SB-M891-L,False,2012-07-01,2008-12-27,CL_BS,Clothing,Bib-Shorts,No
462,CL-GL-GL-H102-S,Half-Finger Gloves- S,10.0,S,2012-07-01,2008-12-27,CL_GL,GL-H102-S,False,2012-07-01,2008-12-27,CL_GL,Clothing,Gloves,No
463,CL-GL-GL-H102-S,Half-Finger Gloves- S,9.0,S,2013-07-01,,CL_GL,GL-H102-S,True,2013-07-01,9999-12-31,CL_GL,Clothing,Gloves,No
464,CL-GL-GL-H102-M,Half-Finger Gloves- M,10.0,S,2012-07-01,2008-12-27,CL_GL,GL-H102-M,False,2012-07-01,2008-12-27,CL_GL,Clothing,Gloves,No
465,CL-GL-GL-H102-M,Half-Finger Gloves- M,9.0,S,2013-07-01,,CL_GL,GL-H102-M,True,2013-07-01,9999-12-31,CL_GL,Clothing,Gloves,No
466,CL-GL-GL-H102-L,Half-Finger Gloves- L,10.0,S,2012-07-01,2008-12-27,CL_GL,GL-H102-L,False,2012-07-01,2008-12-27,CL_GL,Clothing,Gloves,No
467,CL-GL-GL-H102-L,Half-Finger Gloves- L,9.0,S,2013-07-01,,CL_GL,GL-H102-L,True,2013-07-01,9999-12-31,CL_GL,Clothing,Gloves,No
468,CL-GL-GL-F110-S,Full-Finger Gloves- S,16.0,M,2012-07-01,2008-12-27,CL_GL,GL-F110-S,False,2012-07-01,2008-12-27,CL_GL,Clothing,Gloves,No
469,CL-GL-GL-F110-M,Full-Finger Gloves- M,16.0,M,2012-07-01,2008-12-27,CL_GL,GL-F110-M,False,2012-07-01,2008-12-27,CL_GL,Clothing,Gloves,No
470,CL-GL-GL-F110-L,Full-Finger Gloves- L,16.0,M,2012-07-01,2008-12-27,CL_GL,GL-F110-L,False,2012-07-01,2008-12-27,CL_GL,Clothing,Gloves,No
471,CL-VE-VE-C304-S,Classic Vest- S,24.0,S,2013-07-01,,CL_VE,VE-C304-S,True,2013-07-01,9999-12-31,CL_VE,Clothing,Vests,No
472,CL-VE-VE-C304-M,Classic Vest- M,24.0,S,2013-07-01,,CL_VE,VE-C304-M,True,2013-07-01,9999-12-31,CL_VE,Clothing,Vests,No
473,CL-VE-VE-C304-L,Classic Vest- L,24.0,S,2013-07-01,,CL_VE,VE-C304-L,True,2013-07-01,9999-12-31,CL_VE,Clothing,Vests,No
474,CL-SH-SH-W890-S,Women's Mountain Shorts- S,26.0,M,2013-07-01,,CL_SH,SH-W890-S,True,2013-07-01,9999-12-31,CL_SH,Clothing,Shorts,No
475,CL-SH-SH-W890-M,Women's Mountain Shorts- M,26.0,M,2013-07-01,,CL_SH,SH-W890-M,True,2013-07-01,9999-12-31,CL_SH,Clothing,Shorts,No
476,CL-SH-SH-W890-L,Women's Mountain Shorts- L,26.0,M,2013-07-01,,CL_SH,SH-W890-L,True,2013-07-01,9999-12-31,CL_SH,Clothing,Shorts,No
477,AC-BC-WB-H098,Water Bottle - 30 oz.,2.0,S,2013-07-01,,AC_BC,WB-H098,True,2013-07-01,9999-12-31,AC_BC,Accessories,Bottles and Cages,No
478,AC-BC-BC-M005,Mountain Bottle Cage,4.0,M,2013-07-01,,AC_BC,BC-M005,True,2013-07-01,9999-12-31,AC_BC,Accessories,Bottles and Cages,No
479,AC-BC-BC-R205,Road Bottle Cage,3.0,R,2013-07-01,,AC_BC,BC-R205,True,2013-07-01,9999-12-31,AC_BC,Accessories,Bottles and Cages,No
480,AC-TT-PK-7098,Patch Kit/8 Patches,1.0,S,2013-07-01,,AC_TT,PK-7098,True,2013-07-01,9999-12-31,AC_TT,Accessories,Tires and Tubes,Yes
481,CL-SO-SO-R809-M,Racing Socks- M,3.0,R,2013-07-01,,CL_SO,SO-R809-M,True,2013-07-01,9999-12-31,CL_SO,Clothing,Socks,No
482,CL-SO-SO-R809-L,Racing Socks- L,3.0,R,2013-07-01,,CL_SO,SO-R809-L,True,2013-07-01,9999-12-31,CL_SO,Clothing,Socks,No
483,AC-BR-RA-H123,Hitch Rack - 4-Bike,45.0,S,2013-07-01,,AC_BR,RA-H123,True,2013-07-01,9999-12-31,AC_BR,Accessories,Bike Racks,Yes
484,AC-CL-CL-9009,Bike Wash - Dissolver,3.0,S,2013-07-01,,AC_CL,CL-9009,True,2013-07-01,9999-12-31,AC_CL,Accessories,Cleaners,Yes
485,AC-FE-FE-6654,Fender Set - Mountain,8.0,M,2013-07-01,,AC_FE,FE-6654,True,2013-07-01,9999-12-31,AC_FE,Accessories,Fenders,No
486,AC-BS-ST-1401,All-Purpose Bike Stand,59.0,M,2013-07-01,,AC_BS,ST-1401,True,2013-07-01,9999-12-31,AC_BS,Accessories,Bike Stands,No
487,AC-HP-HY-1023-70,Hydration Pack - 70 oz.,21.0,S,2013-07-01,,AC_HP,HY-1023-70,True,2013-07-01,9999-12-31,AC_HP,Accessories,Hydration Packs,No
488,CL-JE-SJ-0194-S,Short-Sleeve Classic Jersey- S,42.0,S,2013-07-01,,CL_JE,SJ-0194-S,True,2013-07-01,9999-12-31,CL_JE,Clothing,Jerseys,No
489,CL-JE-SJ-0194-M,Short-Sleeve Classic Jersey- M,42.0,S,2013-07-01,,CL_JE,SJ-0194-M,True,2013-07-01,9999-12-31,CL_JE,Clothing,Jerseys,No
490,CL-JE-SJ-0194-L,Short-Sleeve Classic Jersey- L,42.0,S,2013-07-01,,CL_JE,SJ-0194-L,True,2013-07-01,9999-12-31,CL_JE,Clothing,Jerseys,No
